,EPIC,Unnamed: 0,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,72,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,g_i,J_K,r_z,g_z,J-K,SDSS_g,PS1_g,SDSS_r,PS1_r,SDSS_i,PS1_i,SDSS_z,PS1_z,SDSS_y,PS1_y
36,211822797,68.0,0.480308,15.8511,14.6496,13.9212,13.6033,13.4328,12.277,11.605,11.429,130.41022153,17.6399772,M1,3700.0,3.568,-1.44,9.69,-1.4,1.475,,0.983,1.172,0.9590000000000001,2.019,4.02,0.613,0.225,0.13699999999999998,,,,0.53,,,6.51,5.67,8.25,0.41,,0.496,M1V,V  ,2.72,1.33,0.78,0.46,1.2,0.67,0.25,6.04,76.37626158016927,0.0992,0.17499999999999982,,1.9671458383502263e+30,1.1866734460852196e+30,6.3341202864830065e+29,4.7817290276134684e+29,1.9299,0.8480000000000008,1.046299999999999,2.2478,0.8480000000000008,16.072411017511754,15.8511,14.679816919959276,14.6496,13.918930425714382,13.9212,13.538429709906898,13.6033,13.536082475904614,13.4328
37,211826149,74.0,0.6122310000000001,18.9626,17.7672,16.2657,15.5673,15.2251,13.918,13.333,13.101,129.34497969,17.68752407,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.6968999999999994,0.8170000000000002,2.1998999999999995,3.395299999999999,0.8170000000000002,19.242045355754414,18.9626,17.801503577713348,17.7672,16.2713641049279,16.2657,15.46155024417144,15.5673,15.424217055005611,15.2251
38,211827123,76.0,0.656127,21.2297,19.9001,18.0813,17.192,16.7549,15.537,14.731,14.718,129.24593109,17.70172668,M5,3030.0,3.4810000000000003,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.2769999999999997,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.19899999999999998,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439076998,0.0398,0.25,,8.021215831913957e+28,2.0152606473591297e+27,2.551121693927748e+28,1.1600772812766656e+27,3.1484000000000023,0.8190000000000008,2.708099999999998,4.037700000000001,0.8190000000000008,21.540515994384265,21.2297,19.946307943961305,19.9001,18.09375219839938,18.0813,17.043877568782854,17.192,17.057849874480738,16.7549
39,211827220,72.0,0.540432,17.7581,16.5643,15.1789,14.5405,14.2343,12.991,12.355,12.1,127.32406197,17.70313313,M3,3410.0,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.0738,0.14499999999999955,,6.484488809329398e+29,1.4266952797331432e+29,2.8165829772900166e+29,4.76337656086982e+28,2.5791999999999984,0.8909999999999999,2.0238,3.2175999999999987,0.8909999999999999,18.02909992917295,17.7581,16.596899704732632,16.5643,15.183077674181593,15.1789,14.443179545050315,14.5405,14.413185520783276,14.2343
40,211827466,74.0,0.608019,20.4658,19.1984,17.5044,16.7266,16.2884,14.963,14.379,14.184,132.89115759,17.70670043,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.961400000000001,0.7789999999999981,2.4717999999999978,3.7392,0.7789999999999981,20.76378597426981,20.4658,19.238538781116496,19.1984,17.51382074086038,17.5044,16.59812738742806,16.7266,16.542836315577347,16.2884
41,211827577,74.0,0.499648,19.7826,18.5092,16.937,16.1878,15.818,14.547,13.91,13.606,130.8109862,17.70835938,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.845599999999997,0.9410000000000008,2.321400000000001,3.5948,0.9410000000000008,20.072535016422755,19.7826,18.546416765727717,18.5092,16.944702492619232,16.937,16.069960344170138,16.1878,16.046426663043135,15.818
42,211829936,74.0,0.6329319999999999,18.7439,17.5624,16.0967,15.4263,15.0488,13.795,13.19,12.865,133.26809687,17.74195846,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.6472000000000016,0.9299999999999996,2.1361000000000008,3.3176000000000005,0.9299999999999996,19.01979578512567,18.7439,17.595922956566948,17.5624,16.101723144243106,16.0967,15.324226525888973,15.4263,15.23907057342663,15.0488
43,211832848,73.0,0.585986,17.5455,16.288,15.0483,14.4775,14.1793,12.998,12.359000000000002,12.116,129.529676,17.78239539,M3.5,3250.0,3.512,-2.27,12.19,-2.07,1.6019999999999999,,1.4669999999999999,1.2,1.178,2.68,5.0,0.5579999999999999,0.26899999999999996,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.058200000000000016,0.375,,2.957123237734915e+29,2.53706284034917e+28,1.2469591636501151e+29,2.190676153566424e+28,2.4972000000000008,0.8819999999999997,1.8105000000000009,3.0680000000000014,0.8819999999999997,17.81053121038943,17.5455,16.31969519720071,16.288,15.051505118916868,15.0483,14.38550744048817,14.4775,14.34550116354815,14.1793
44,211833336,67.0,0.589353,16.1558,14.9409,14.1293,13.7815,13.6086,12.476,11.763,11.602,129.90416515,17.78881879,M0.5,3800.0,3.58,-1.38,9.2,-1.27,1.4409999999999998,,0.902,1.1840000000000002,0.924,1.886,3.84,0.62,0.20800000000000002,0.13,,,,0.56,,,6.19,5.36,7.9,0.37,,0.535,M0.5V,,,,,,,,,,85.44003745101017,0.107,0.08000000000000007,,2.7441861672404844e+30,2.656630928328716e+30,9.064164601647388e+29,4.893695018525311e+29,2.0264999999999977,0.8739999999999988,1.1593999999999998,2.3743,0.8739999999999988,16.38490126908811,16.1558,14.970918897401706,14.9409,14.127822471138582,14.1293,13.712989694044337,13.7815,13.720144002695944,13.6086
45,211834355,72.0,0.503836,18.3694,17.1976,15.8208,15.1735,14.8706,13.652,12.966,12.767,130.35882051,17.80347786,M3,3410.0,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.0738,0.14499999999999955,,6.484488809329398e+29,1.4266952797331432e+29,2.8165829772900166e+29,4.76337656086982e+28,2.5485999999999978,0.8849999999999998,2.0241000000000007,3.195899999999998,0.8849999999999998,18.638181159825397,18.3694,17.229836331166013,17.1976,15.824608827211328,15.8208,15.07821800013102,15.1735,15.044622289325558,14.8706
46,211835162,74.0,0.464718,19.6075,18.3711,16.8063,16.0889,15.7154,14.505999999999998,13.798,13.51,130.25722322,17.81427267,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.801200000000001,0.9959999999999988,2.2822,3.518600000000003,0.9959999999999988,19.894322108908444,19.6075,18.40735227741252,18.3711,16.813374500786285,16.8063,15.974847784855019,16.0889,15.934611757961543,15.7154
47,211838068,70.0,0.654842,16.5905,15.3797,14.4173,14.0059,13.7757,12.662,11.975,11.769,129.75753856,17.85573505,M2,3550.0,3.55,-1.65,10.3,-1.57,1.5,,1.0859999999999999,1.17,1.001,2.173,4.24,0.6,0.23399999999999999,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.0868,0.125,,1.1620251549648296e+30,4.724232079919543e+29,3.857144558204613e+29,1.3597432953833746e+29,2.1732,0.8930000000000007,1.3737999999999992,2.5845999999999982,0.8930000000000007,16.831139386958956,16.5905,15.409706679025437,15.3797,14.417128632539999,14.4173,13.931196777077805,14.0059,13.90143291148545,13.7757
48,211839847,74.0,0.660746,19.6759,18.4322,16.8682,16.1006,15.7612,14.502,13.835,13.546,129.04998745,17.87960447,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.807699999999997,0.9560000000000012,2.3316000000000017,3.5752999999999986,0.9560000000000012,19.963178797542437,19.6759,18.46858828785354,18.4322,16.87536539111427,16.8682,15.986003004913254,16.1006,15.981735468398728,15.7612
49,211841501,43.0,0.139681,10.107,9.88,9.833,9.852,9.871,9.049,8.836,8.776,131.049808,17.902207999999995,F7,6240.0,3.795,-0.06,3.87,0.36,0.51,0.534,0.159,-0.012,0.29,0.579,1.244,0.213,0.06,0.027000000000000003,-0.036000000000000004,-0.045,-0.013000000000000001,1.21,9.5,0.332,2.9,2.63,3.81,,,1.3,F7V,,,,,,,,,,85.4400374512043,0.26,0.14500000000000002,,1.885280477991679e+32,3.2683700666971274e+34,4.79242736713669e+31,1.0912265281248903e+34,0.2740000000000009,0.2729999999999997,0.02800000000000047,0.2550000000000008,0.2729999999999997,10.16091071944792,10.107,9.90631478007792,9.88,9.82235838091792,9.833,9.8445041895864,9.852,9.83168998021384,9.871
50,211841807,74.0,0.672642,20.0071,18.766,17.1606,16.423,16.0633,14.806,14.267,13.939,129.66630006,17.90582173,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.8465000000000025,0.8669999999999991,2.343,3.584100000000003,0.8669999999999991,20.297097958231166,20.0071,18.803237183451007,18.766,17.16831539611288,17.1606,16.305081954362837,16.423,16.291917680383296,16.0633
51,211841991,67.0,0.5282060000000001,15.7779,14.5857,13.8382,13.5044,13.2972,12.209,11.503,11.305,130.92931784,17.90827829,M0.5,3800.0,3.58,-1.38,9.2,-1.27,1.4409999999999998,,0.902,1.1840000000000002,0.924,1.886,3.84,0.62,0.20800000000000002,0.13,,,,0.56,,,6.19,5.36,7.9,0.37,,0.535,M0.5V,,,,,,,,,,85.44003745101017,0.107,0.08000000000000007,,2.7441861672404844e+30,2.656630928328716e+30,9.064164601647388e+29,4.893695018525311e+29,1.9397,0.9040000000000016,1.0812999999999988,2.2735000000000003,0.9040000000000016,16.000008665522405,15.7779,14.615891063172652,14.5857,13.836008430605188,13.8382,13.43917451552722,13.5044,13.401286300772897,13.2972
52,211842439,53.0,0.353092,,,10.4955,10.6362,11.7955,9.72,9.485,9.405,129.11580943,17.91481968,G7,5530.0,3.743,-0.16,5.18,-0.12,0.713,0.809,0.239,0.243,0.39299999999999996,0.7659999999999999,1.712,0.32899999999999996,0.08,0.027999999999999997,-0.054000000000000006,-0.04,-0.013000000000000001,0.96,,,3.88,3.47,5.02,,,0.9490000000000001,G7V,,,,,,,,,,50.33222956503416,0.1898,0.07000000000000027,,6.128461257007277e+31,2.015260647359129e+33,1.4675625845942996e+31,3.248216387574677e+32,,0.3150000000000013,,,0.3150000000000013,,,,,,10.4955,,10.6362,,11.7955
53,211845034,72.0,0.637422,18.2482,17.0182,15.6462,15.0212,14.6919,13.466,12.835,12.578,130.15091659,17.950081,M3,3410.0,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.0738,0.14499999999999955,,6.484488809329398e+29,1.4266952797331432e+29,2.8165829772900166e+29,4.76337656086982e+28,2.6020000000000003,0.8879999999999999,1.997,3.2270000000000003,0.8879999999999999,18.52084672027064,18.2482,17.05109116646064,17.0182,15.65065715626064,15.6462,14.9223206699288,15.0212,14.874512696987281,14.6919
54,211845069,74.0,0.615908,20.2223,18.9405,17.1932,16.3799,15.9811,14.624,14.089,13.724,127.51209607,17.95051012,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,3.0291,0.9000000000000004,2.560600000000001,3.842400000000002,0.9000000000000004,20.524952545473774,20.2223,18.982635106624315,18.9405,17.20368074574606,17.1932,16.24468033161888,16.3799,16.25213478268829,15.9811
55,211846954,71.0,0.420217,17.1453,16.0012,14.869000000000002,14.3252,14.0647,12.874,12.217,12.001,129.00182961,17.97589682,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,2.2762999999999973,0.8730000000000011,1.6760000000000002,2.8200999999999983,0.8730000000000011,17.393853641125673,17.1453,16.031456049944328,16.0012,14.86982633362699,14.869000000000002,14.245585134699171,14.3252,14.201807880063797,14.0647
56,211847321,74.0,0.707485,19.5009,18.2441,16.7262,16.0378,15.6834,14.427,13.738,13.512,129.87756515,17.98085119,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.774700000000003,0.9149999999999991,2.2063,3.4631000000000007,0.9149999999999991,19.785856667001056,19.5009,18.279815840903616,18.2441,16.732907622986396,16.7262,15.925934972833463,16.0378,15.897303455027659,15.6834
57,211847798,72.0,0.422819,18.5572,17.352999999999998,15.9228,15.2827,14.9652,13.706,13.075,12.829,130.57295569,17.98745971,M3,3410.0,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.0738,0.14499999999999955,,6.484488809329398e+29,1.4266952797331432e+29,2.8165829772900166e+29,4.76337656086982e+28,2.6344000000000007,0.8769999999999989,2.070299999999998,3.274500000000001,0.8769999999999989,18.832177762517922,18.5572,17.386336631305756,17.352999999999998,15.92766124187344,15.9228,15.181545263942501,15.2827,15.153265128073405,14.9652
58,211851325,72.0,0.6099289999999999,17.2414,16.0428,14.7334,14.1464,13.8534,12.644,12.002,11.747,128.18654081,18.03611995,M3,3410.0,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.0738,0.14499999999999955,,6.484488809329398e+29,1.4266952797331432e+29,2.8165829772900166e+29,4.76337656086982e+28,2.507999999999999,0.8970000000000002,1.8964,3.094999999999999,0.8970000000000002,17.50722158709696,17.2414,16.07460186957696,16.0428,14.736730336456962,14.7334,14.0537300023232,14.1464,14.02120908889792,13.8534
59,211884968,71.0,0.8358129999999999,17.382,16.2226,15.0514,14.5519,14.2868,13.117,12.484000000000002,12.265999999999998,128.22103215,18.50811773,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,2.3306000000000022,0.8510000000000026,1.6707,2.8301000000000016,0.8510000000000026,17.63466201776441,17.382,16.25308749545112,16.2226,15.052779765093637,15.0514,14.469489566575318,14.5519,14.430427837712797,14.2868
60,211885995,69.0,0.5978,15.9677,14.7878,13.9866,13.6118,13.406,12.241,11.585,11.394,132.36136302,18.52204473,M1.5,3650.0,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.37626158016221,0.092,0.17499999999999982,,1.5665575864231329e+30,8.401004635966278e+29,5.096503230300147e+29,3.385204907166215e+29,1.9811000000000007,0.8469999999999995,1.1760000000000002,2.3559,0.8469999999999995,16.193159873364877,15.9677,14.817895666393518,14.7878,13.984743755416465,13.9866,13.545039765055494,13.6118,13.513565175222125,13.406
61,211886612,71.0,0.7631100000000001,17.5361,16.331,15.1482,14.6297,14.3576,13.168,12.508,12.278,130.80366491,18.53072302,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,2.387900000000002,0.8900000000000006,1.7012999999999998,2.906400000000001,0.8900000000000006,17.793055110798107,17.5361,16.36181428961365,16.331,15.150185495510055,15.1482,14.544171151461292,14.6297,14.508537372450517,14.3576
62,211887287,76.0,0.603627,21.6394,20.3454,18.4463,17.5635,17.1234,15.72,15.21,14.785,130.65946552,18.54102531,M5,3030.0,3.4810000000000003,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.2769999999999997,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.19899999999999998,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439076998,0.0398,0.25,,8.021215831913957e+28,2.0152606473591297e+27,2.551121693927748e+28,1.1600772812766656e+27,3.1930999999999976,0.9350000000000004,2.7819000000000003,4.075899999999997,0.9350000000000004,21.95325814086121,21.6394,20.393325809726203,20.3454,18.459525877639344,18.4463,17.41019503427653,17.5635,17.439225351442058,17.1234
63,211887567,76.0,0.622003,21.6749,20.4651,18.5181,17.6127,17.141,15.765,15.191,14.714,129.09681295,18.54504396,M5,3030.0,3.4810000000000003,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.2769999999999997,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.19899999999999998,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439076998,0.0398,0.25,,8.021215831913957e+28,2.0152606473591297e+27,2.551121693927748e+28,1.1600772812766656e+27,3.1568000000000005,1.0510000000000002,2.8523999999999994,4.062200000000002,1.0510000000000002,21.986288291328453,21.6749,20.511622567967173,20.4651,18.53069610922541,18.5181,17.463618493327157,17.6127,17.446330320140166,17.141
64,211887839,63.0,0.672717,14.5109,13.4499,13.187,12.876,12.6195,11.524,10.907,10.741,130.87919031,18.54847151,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.2209999999999999,0.8059999999999999,1.5290000000000001,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.155679742981379e+30,4.975979829449148e+30,1.3238999999999983,0.7830000000000013,0.5739000000000001,1.6349,0.7830000000000013,14.67919043871268,14.5109,13.482782998384527,13.4499,13.180784650936534,13.187,12.82924926776202,12.876,12.681724275438134,12.6195
65,211888866,76.0,0.459717,21.6999,20.3947,18.5121,17.6118,17.1515,15.83,15.313,14.961,127.43079777,18.56335249,M5,3030.0,3.4810000000000003,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.2769999999999997,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.19899999999999998,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439076998,0.0398,0.25,,8.021215831913957e+28,2.0152606473591297e+27,2.551121693927748e+28,1.1600772812766656e+27,3.1878,0.8690000000000015,2.782900000000001,4.088100000000002,0.8690000000000015,22.013397850593716,21.6999,20.44241647610789,20.3947,18.52523312753353,18.5121,17.459119727604246,17.6118,17.46577178898139,17.1515
66,211889082,69.0,0.423962,16.1718,14.9818,14.0239,13.595,13.3545,12.151,11.477,11.297,127.4876394,18.56664097,M1.5,3650.0,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.37626158016221,0.092,0.17499999999999982,,1.5665575864231329e+30,8.401004635966278e+29,5.096503230300147e+29,3.385204907166215e+29,2.1479000000000017,0.8539999999999992,1.3867999999999991,2.5768000000000004,0.8539999999999992,16.41047345218589,16.1718,15.011780223214434,14.9818,14.02349409026684,14.0239,13.521428002808573,13.595,13.477628179060682,13.3545
67,211889983,58.0,0.421936,13.229,12.604,12.338,12.194,12.0699,11.114,10.675,10.586,129.19617041,18.57966039,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.8910000000000018,0.5280000000000022,0.41000000000000014,1.035,0.5280000000000022,13.354096666576929,13.229,12.637441899958178,12.604,12.32975030036318,12.338,12.159757418578101,12.194,12.101703272372111,12.0699
