,EPIC,Unnamed: 0,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,72,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,g_i,J_K,r_z,g_z,J-K,SDSS_g,PS1_g,SDSS_r,PS1_r,SDSS_i,PS1_i,SDSS_z,PS1_z,SDSS_y,PS1_y
100,211898716,74.0,0.5565720000000001,18.1428,16.9232,15.4732,14.8226,14.4872,13.277,12.637,12.358,128.91714914,18.70782939,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.669600000000001,0.9190000000000024,2.1006000000000022,3.3202000000000016,0.9190000000000024,18.420298493225214,18.1428,16.95706341371737,16.9232,15.478509589223291,15.4732,14.718891259173528,14.8226,14.681401451397493,14.4872
101,211899094,60.0,0.649389,13.2859,12.838,12.472,12.25,12.0918,11.064,10.567,10.441,131.35693312,18.71330186,K4,4620.0,3.665,-0.55,7.04,-0.71,1.1,1.306,0.47700000000000004,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009000000000000001,0.73,,,4.98,4.31,6.48,,,0.6890000000000001,K4V,V  ,2.21,1.0,0.38,0.16,1.01,0.59,0.1,5.21,209.99999999914507,0.1378,0.16000000000000014,,1.3393987013041351e+31,6.987651297062333e+31,5.700977555370194e+30,2.574345873865e+31,0.8138999999999985,0.6230000000000011,0.5879999999999992,1.0358999999999998,0.6230000000000011,13.402758528926903,13.2859,12.871178929048872,12.838,12.463431103627379,12.472,12.21833759583559,12.25,12.117018720094599,12.0918
102,211899790,74.0,0.7155090000000001,19.7875,18.5307,16.9181,16.1744,15.8197,14.544,13.978,13.682,131.40349091,18.72358099,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.8694000000000024,0.8620000000000001,2.356300000000001,3.613100000000003,0.8620000000000001,20.079097437865677,19.7875,18.56846850248776,18.5307,16.92614606501644,16.9181,16.05446541730468,16.1744,16.053235448077764,15.8197
103,211899994,73.0,0.578163,20.1535,18.9057,17.2663,16.5322,16.1517,14.83,14.215,14.018,128.36739097,18.72671469,M3.5,3250.0,3.512,-2.27,12.19,-2.07,1.6019999999999999,,1.4669999999999999,1.2,1.178,2.68,5.0,0.5579999999999999,0.26899999999999996,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.058200000000000016,0.375,,2.957123237734915e+29,2.53706284034917e+28,1.2469591636501151e+29,2.190676153566424e+28,2.8872,0.8120000000000012,2.3735,3.6213000000000015,0.8120000000000012,20.446338045404453,20.1535,18.943897347853735,18.9057,17.274606228265892,17.2663,16.41066853046625,16.5322,16.3891350761538,16.1517
104,211900414,58.0,0.242297,,13.3744,13.8613,,,11.225,10.692,10.602,128.23194926,18.73288558,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,,0.6229999999999993,,,0.6229999999999993,,,,13.3744,,13.8613,,,,
105,211900619,74.0,0.537748,19.0091,17.7598,16.1901,15.4569,15.0978,13.789,13.251,12.957,129.05015278,18.7354697,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.8189999999999986,0.8320000000000007,2.3029,3.5522000000000014,0.8320000000000007,19.297171931233972,19.0091,17.79642894214522,17.7598,16.19742425091022,16.1901,15.3413480637149,15.4569,15.32065722951219,15.0978
106,211900700,58.0,0.6025699999999999,12.699000000000002,12.133,11.906,11.795,11.741,10.765999999999998,10.35,10.262,131.0709545,18.73655867,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.7930000000000028,0.5039999999999978,0.3379999999999992,0.9040000000000016,0.5039999999999978,12.813594970290312,12.699000000000002,12.166082693214058,12.133,11.89734619246906,11.906,11.7640650584927,11.795,11.76434649544337,11.741
107,211900943,71.0,0.494244,17.9709,16.7946,15.5333,14.9716,14.7012,13.507,12.83,12.57,128.03300559,18.74072354,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,2.4376,0.9369999999999994,1.8229999999999984,2.9993,0.9369999999999994,18.231545209338158,17.9709,16.825771185068717,16.7946,15.535829447051439,15.5333,14.883218673817753,14.9716,14.85885540366307,14.7012
108,211901010,74.0,0.466433,20.0039,18.7628,17.1324,16.3917,16.0315,14.726,14.166,13.809,129.53359602,18.74160556,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.871500000000001,0.9169999999999979,2.3710999999999984,3.6122000000000014,0.9169999999999979,20.295643921046857,20.0039,18.800618370446383,18.7628,17.140476615202008,17.1324,16.27157836802971,16.3917,16.265491988375608,16.0315
109,211901114,70.0,0.585831,17.6668,16.4834,15.2422,14.6848,14.4102,13.155,12.535,12.318,130.39856008,18.74300082,M2,3550.0,3.55,-1.65,10.3,-1.57,1.5,,1.0859999999999999,1.17,1.001,2.173,4.24,0.6,0.23399999999999999,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.0868,0.125,,1.1620251549648296e+30,4.724232079919543e+29,3.857144558204613e+29,1.3597432953833746e+29,2.424599999999998,0.8369999999999997,1.7986000000000004,2.9819999999999998,0.8369999999999997,17.926482922915657,17.6668,16.514470992638064,16.4834,15.244585474616985,15.2422,14.597178442600669,14.6848,14.566063164974429,14.4102
110,211901402,66.0,0.5943970000000001,15.55,14.3462,13.6969,13.3965,13.2372,12.11,11.431,11.289,129.03584734,18.74743561,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,1.8531000000000013,0.820999999999998,0.9497,2.153500000000001,0.820999999999998,15.765000619705882,15.55,14.376658212080123,14.3462,13.69403680787427,13.6969,13.33431343081511,13.3965,13.334423151293253,13.2372
111,211901458,74.0,0.631605,19.8728,18.634,17.0177,16.2532,15.8795,14.587,13.974,13.674,130.22176276,18.74825897,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.8551,0.9129999999999984,2.3808000000000007,3.619600000000002,0.9129999999999984,20.163399094281615,19.8728,18.671434048685086,18.634,17.025539047258924,17.0177,16.134529615942657,16.2532,16.109951538724566,15.8795
112,211901847,73.0,0.7158640000000001,19.3501,18.1397,16.5772,15.833,15.4506,14.173,13.562,13.300999999999998,130.89406496,18.75377523,M3.5,3250.0,3.512,-2.27,12.19,-2.07,1.6019999999999999,,1.4669999999999999,1.2,1.178,2.68,5.0,0.5579999999999999,0.26899999999999996,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.058200000000000016,0.375,,2.957123237734915e+29,2.53706284034917e+28,1.2469591636501151e+29,2.190676153566424e+28,2.7729,0.8720000000000017,2.306700000000001,3.517100000000001,0.8720000000000017,19.634929747270828,19.3501,18.17538044626031,18.1397,16.583882916031463,16.5772,15.721281581247947,15.833,15.664147994947747,15.4506
113,211901894,72.0,0.479328,19.3923,18.1581,16.6582,15.9916,15.6569,14.401,13.834,13.571,128.28202629,18.75432923,M3,3410.0,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.0738,0.14499999999999955,,6.484488809329398e+29,1.4266952797331432e+29,2.8165829772900166e+29,4.76337656086982e+28,2.7340999999999984,0.8300000000000001,2.166500000000001,3.4006999999999987,0.8300000000000001,19.67438721996336,19.3923,18.193049145406345,18.1581,16.664356870884834,16.6582,15.882982281761095,15.9916,15.86294110921096,15.6569
114,211902261,74.0,0.708571,20.6032,19.3652,17.6436,16.8417,16.4437,15.125,14.509,14.19,130.37064931,18.75964159,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.959600000000002,0.9350000000000004,2.523500000000002,3.7615000000000016,0.9350000000000004,20.90106152078075,20.6032,19.405288683114907,19.3652,17.652993124404823,17.6436,16.71340130603065,16.8417,16.697709367876968,16.4437
115,211902283,74.0,0.45036,19.7109,18.467,16.9008,16.1652,15.8023,14.546,13.847,13.761,127.97599971,18.76002779,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.8100999999999985,0.7850000000000001,2.3018,3.5457,0.7850000000000001,19.998347335529072,19.7109,18.503438952620602,18.467,16.907999040823693,16.9008,16.05040102216192,16.1652,16.02332639977209,15.8023
116,211902344,72.0,0.734658,19.3157,18.1377,16.5777,15.8868,15.5299,14.237,13.67,13.412,131.31206027,18.7610468,M3,3410.0,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.0738,0.14499999999999955,,6.484488809329398e+29,1.4266952797331432e+29,2.8165829772900166e+29,4.76337656086982e+28,2.7379999999999995,0.8249999999999993,2.2509,3.4289000000000005,0.8249999999999993,19.59806347458776,19.3157,18.17271994561776,18.1377,16.58390918549776,16.5777,15.777875712159197,15.8868,15.736682374749519,15.5299
117,211902720,74.0,0.638203,19.9004,18.6446,17.0332,16.2857,15.9176,14.636,14.026,13.746,130.54271201,18.76670071,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.8672000000000004,0.8900000000000006,2.358900000000002,3.614700000000002,0.8900000000000006,20.191843944698025,19.9004,18.682316467163304,18.6446,17.04121410104746,17.0332,16.16596098874081,16.2857,16.150658175480135,15.9176
118,211902826,74.0,0.6545529999999999,20.339,19.0972,17.4238,16.6543,16.2708,14.949000000000002,14.371,14.003,130.59163902,18.7682254,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.9152000000000022,0.9460000000000016,2.4429000000000016,3.684700000000003,0.9460000000000016,20.633785022408052,20.339,19.13610049337893,19.0972,17.43252107745829,17.4238,16.53020366307451,16.6543,16.514507922610914,16.2708
119,211903302,72.0,0.702617,18.5049,17.2706,15.8109,15.1357,14.8142,13.542,12.924,12.71,129.74050647,18.77518834,M3,3410.0,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.0738,0.14499999999999955,,6.484488809329398e+29,1.4266952797331432e+29,2.8165829772900166e+29,4.76337656086982e+28,2.6939999999999986,0.831999999999999,2.1349000000000022,3.3692,0.831999999999999,18.78413887587272,18.5049,17.304855486002722,17.2706,15.816526161642722,15.8109,15.0301695898024,15.1357,15.012788292883439,14.8142
120,211903709,71.0,0.621479,17.805999999999994,16.6438,15.4024,14.8677,14.5925,13.425,12.83,12.528,129.63453367,18.78130043,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,2.4035999999999937,0.8970000000000021,1.7760999999999996,2.9382999999999946,0.8970000000000021,18.064124095132733,17.805999999999994,16.6747194414661,16.6438,15.404555441434422,15.4024,14.781285237031161,14.8677,14.745520673508793,14.5925
121,211905265,74.0,0.6159020000000001,20.3826,19.1145,17.4306,16.6326,16.2273,14.928,14.317,14.021,129.85877768,18.80467896,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.9520000000000017,0.907,2.4819,3.75,0.907,20.679935823856642,20.3826,19.15437882929664,19.1145,17.439876842096634,17.4306,16.505032553548798,16.6326,16.479514771809278,16.2273
122,211905618,73.0,0.586817,18.4729,17.2784,15.8874,15.2186,14.9154,13.694,13.035,12.792,129.82858646,18.81009062,M3.5,3250.0,3.512,-2.27,12.19,-2.07,1.6019999999999999,,1.4669999999999999,1.2,1.178,2.68,5.0,0.5579999999999999,0.26899999999999996,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.058200000000000016,0.375,,2.957123237734915e+29,2.53706284034917e+28,1.2469591636501151e+29,2.190676153566424e+28,2.5855,0.902000000000001,2.059800000000001,3.254299999999999,0.902000000000001,18.744355503777015,18.4729,17.311078450379675,17.2784,15.891654499837797,15.8874,15.120852254757763,15.2186,15.095306460262563,14.9154
123,211905676,73.0,0.6045550000000001,19.4138,18.19,16.6573,15.9502,15.6029,14.311,13.729,13.47,129.36262392,18.81090645,M3.5,3250.0,3.512,-2.27,12.19,-2.07,1.6019999999999999,,1.4669999999999999,1.2,1.178,2.68,5.0,0.5579999999999999,0.26899999999999996,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.058200000000000016,0.375,,2.957123237734915e+29,2.53706284034917e+28,1.2469591636501151e+29,2.190676153566424e+28,2.7564999999999986,0.8409999999999993,2.2398000000000007,3.4635999999999982,0.8409999999999993,19.697472109861934,19.4138,18.225363996066164,18.19,16.663759048815532,16.6573,15.839806008594588,15.9502,15.813238938951722,15.6029
124,211906187,64.0,0.447294,14.7421,13.7493,13.387,12.9885,12.8468,11.759,11.156,11.004,130.1645551,18.81823554,K8,4000.0,3.602,-1.03,8.47,-1.1,1.3559999999999999,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365453,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480494e+30,1.2739350639832152e+30,2.2934552225196235e+30,1.3551000000000002,0.754999999999999,0.7607999999999997,1.7536000000000005,0.754999999999999,14.913317046889267,14.7421,13.78205295037398,13.7493,13.38095169617283,13.387,12.940907827643155,12.9885,12.910978494256115,12.8468
125,211906287,67.0,0.647081,14.6983,13.6567,13.444,12.9873,12.8149,11.747,11.130999999999998,10.941,131.05501309,18.81978724,M0.5,3800.0,3.58,-1.38,9.2,-1.27,1.4409999999999998,,0.902,1.1840000000000002,0.924,1.886,3.84,0.62,0.20800000000000002,0.13,,,,0.56,,,6.19,5.36,7.9,0.37,,0.535,M0.5V,,,,,,,,,,85.44003745101017,0.107,0.08000000000000007,,2.7441861672404844e+30,2.656630928328716e+30,9.064164601647388e+29,4.893695018525311e+29,1.2542999999999989,0.8060000000000009,0.6694000000000013,1.7110000000000003,0.8060000000000009,14.859976175329722,14.6983,13.6898438347631,13.6567,13.437423386183465,13.444,12.942432736224438,12.9873,12.87271162821764,12.8149
126,211906671,74.0,0.678545,20.7395,19.4082,17.6842,16.907,16.5113,15.246,14.493,14.219,131.33756803,18.82569844,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,3.055299999999999,1.0269999999999977,2.5012000000000008,3.8325,1.0269999999999977,21.043951488691054,20.7395,19.451167606616067,19.4082,17.695102252975577,17.6842,16.769059517483644,16.907,16.78904676670122,16.5113
127,211906702,73.0,0.635753,19.2754,18.0809,16.5983,15.9168,15.5911,14.338,13.746,13.455,130.23200605,18.82611951,M3.5,3250.0,3.512,-2.27,12.19,-2.07,1.6019999999999999,,1.4669999999999999,1.2,1.178,2.68,5.0,0.5579999999999999,0.26899999999999996,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.058200000000000016,0.375,,2.957123237734915e+29,2.53706284034917e+28,1.2469591636501151e+29,2.190676153566424e+28,2.677100000000003,0.8829999999999991,2.1640999999999995,3.3586000000000014,0.8829999999999991,19.553434042064882,19.2754,18.114881551543824,18.0809,16.60370638886236,16.5983,15.812535837470302,15.9168,15.78663811942419,15.5911
128,211907026,74.0,0.67825,19.5337,18.2835,16.5905,15.8171,15.4198,14.112,13.442,13.255,129.24417956,18.83111348,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.9432000000000014,0.8569999999999993,2.4664,3.7166,0.8569999999999993,19.83042665950611,19.5337,18.323139201846587,18.2835,16.599642845369146,16.5905,15.690373071645645,15.8171,15.669953061058557,15.4198
129,211907293,76.0,0.933142,21.4111,20.0771,18.1877,17.3306,16.8732,15.565,15.017,14.574000000000002,134.46766095,18.83520433,M5,3030.0,3.4810000000000003,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.2769999999999997,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.19899999999999998,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439076998,0.0398,0.25,,8.021215831913957e+28,2.0152606473591297e+27,2.551121693927748e+28,1.1600772812766656e+27,3.2234000000000016,0.990999999999998,2.746500000000001,4.080500000000002,0.990999999999998,21.727015935082097,21.4111,20.126252199562884,20.0771,18.201461425095964,18.1877,17.173670216793955,17.3306,17.19804817424715,16.8732
130,211907530,74.0,0.576493,19.5368,18.3052,16.7137,15.9833,15.6135,14.313,13.798,13.48,129.21495900000002,18.83863911,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.8231,0.8329999999999984,2.3218999999999994,3.5535,0.8329999999999984,19.825159456200115,19.5368,18.341917587015985,18.3052,16.721082158074626,16.7137,15.86739910028272,15.9833,15.837206120340042,15.6135
131,211907679,74.0,0.5520970000000001,20.56,19.2609,17.5777,16.8144,16.4415,15.153,14.517,14.306,129.08781373,18.84101004,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.9822999999999986,0.8469999999999995,2.4465000000000003,3.7456,0.8469999999999995,20.85942953877962,20.56,19.3016316523466,19.2609,17.587443535386164,17.5777,16.68388744720037,16.8144,16.700947609476966,16.4415
132,211908029,73.0,0.5691350000000001,18.9873,17.7589,16.2708,15.5982,15.2566,13.989,13.429,13.134,130.24337314,18.84613797,M3.5,3250.0,3.512,-2.27,12.19,-2.07,1.6019999999999999,,1.4669999999999999,1.2,1.178,2.68,5.0,0.5579999999999999,0.26899999999999996,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.058200000000000016,0.375,,2.957123237734915e+29,2.53706284034917e+28,1.2469591636501151e+29,2.190676153566424e+28,2.7165,0.8550000000000004,2.1607000000000003,3.3891000000000013,0.8550000000000004,19.268138858059842,18.9873,17.79353704295156,17.7589,16.276722331850934,16.2708,15.490951790237588,15.5982,15.459332344645022,15.2566
133,211908085,74.0,0.567429,20.3441,19.1193,17.4353,16.6553,16.2785,14.967,14.344,14.019,129.9168195,18.84696627,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.9087999999999994,0.9480000000000004,2.4639999999999977,3.6888000000000014,0.9480000000000004,20.638440478578936,20.3441,19.158036665592054,19.1193,17.443925647567095,17.4353,16.5317956706005,16.6553,16.520759055391213,16.2785
134,211908826,71.0,0.832824,17.695,16.5088,15.136,14.5298,14.2431,13.03,12.432,12.165,129.73706187,18.85809034,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,2.559000000000001,0.8650000000000002,1.979000000000001,3.1652000000000005,0.8650000000000002,17.96453637385857,17.695,16.541156307144824,16.5088,15.13993338900982,15.136,14.433832017896899,14.5298,14.41875749827639,14.2431
