,EPIC,Name,RAJ2000,DEJ2000,OName,Vmag,Ksmag,(V-K)0,Prot,Per2,Per3,Per4,Amp,LC,Mm,LPer,H10,vsini,PapIII,PapII,f_EPIC,t
357,211119314,034659.47+245246.3,56.7478,24.87953,HHJ222                 ,18.4,12.35,5.94,0.3409,0.2313,       ,       ,0.06,1.0,ok  ,0.34,0.0,     ,1,1.0,,
358,211094386,034700.29+242824.7,56.75121,24.47355,HHJ252                 ,     ,12.25,5.78,1.655,0.1546,       ,       ,0.025,1.0,best,     ,0.0,     ,1,1.0,,
359,211125179,034700.99+245857.4,56.75414,24.98263,BPL121                 ,     ,12.34,5.59,0.3484,       ,       ,       ,0.062,1.0,best,0.35,0.0,     ,1,1.0,,
360,211032994,034701.41+232941.9,56.7559,23.494979999999998,HII1275                ,11.45,9.56,1.78,5.9306,       ,       ,       ,0.038,3.0,best,5.97,1.0,6.4,1,1.0,,
361,211078274,034701.84+241328.2,56.75767,24.224520000000002,BPL122                 ,     ,14.1,6.4,1.0167,       ,       ,       ,0.034,1.0,best,     ,0.0,     ,1,1.0,,
362,211035936,034702.33+233236.1,56.75974,23.54338,DH487                  ,     ,13.35,6.55,2.5738,       ,       ,       ,0.013999999999999999,1.0,best,     ,0.0,     ,1,1.0,,
363,211115721,034703.54+244911.7,56.76478,24.81993,HII1266                ,8.28,7.35,0.82,1.228,       ,       ,       ,0.004,1.0,best,     ,0.0,     ,1,1.0,,
364,211074122,034703.58+240934.9,56.76493000000001,24.15971,HII1280                ,14.57,10.72,3.74,0.3023,       ,       ,       ,0.094,2.0,best,0.3,1.0,85,1,1.0,,
365,220115919,034703.77+233658.7,56.765719999999995,23.61632,HII1286                ,15.35,10.6,4.64,2.4577,       ,       ,       ,0.03,1.0,best,2.47,1.0,     ,1,1.0,,
366,211046494,034706.77+234254.6,56.77825,23.71517,HII1298                ,12.33,9.84,2.38,8.4781,3.8502,       ,       ,0.013999999999999999,4.0,best,7.63,1.0,5.2,1,1.0,,
367,211015877,034707.34+231334.7,56.7806,23.226329999999997,HII1305                ,13.52,10.4,3.01,0.3889,       ,       ,       ,0.12,1.0,best,0.39,1.0,85,1,1.0,,
368,211089267,034707.87+242337.8,56.78281,24.39386,V1278Tau=BPL125        ,     ,13.1,5.54,3.9054,       ,       ,       ,0.02,1.0,best,0.81,1.0,     ,1,1.0,,
369,211083672,034708.13+241824.5,56.78391,24.306829999999998,HCG253                 ,16.95,11.9,4.94,1.8237,       ,       ,       ,0.013000000000000001,1.0,best,1.83,0.0,     ,1,1.0,,
370,211046240,034708.53+234238.9,56.78558,23.710810000000002,HII1306                ,13.51,9.83,3.57,1.6159999999999999,1.3221,       ,       ,0.016,1.0,best,2.65,1.0,     ,1,1.0,,
371,211067634,034709.18+240307.8,56.78826,24.05219,                       ,     ,11.69,4.78,0.2679,       ,       ,       ,0.025,1.0,best,     ,0.0,     ,1,1.0,,
372,211048126,034709.43+234431.8,56.78931,23.742179999999998,HII1321                ,15.22,10.66,4.45,0.8446,0.6028,       ,       ,0.017,1.0,best,1.21,1.0,17,1,1.0,,
373,211029076,034709.51+232556.4,56.78963,23.43236,DH498                  ,     ,13.05,5.44,0.4739,       ,       ,       ,0.019,1.0,best,     ,0.0,     ,1,1.0,,
374,211081656,034710.05+241636.0,56.79189,24.276670000000003,HII1309                ,9.46,8.28,1.07,0.775,       ,       ,       ,0.004,1.0,best,     ,0.0,85,1,1.0,,
375,211078698,034711.02+241351.7,56.795919999999995,24.23103,HCG254                 ,19.34,13.39,5.84,0.4019,       ,       ,       ,0.032,1.0,best,0.4,1.0,     ,1,1.0,,
376,211046446,034713.52+234251.5,56.806369999999994,23.71431,HII1332                ,12.53,10.1,2.32,7.8496,       ,       ,       ,0.042,3.0,best,8.18,1.0,5.3,1,1.0,,
377,211053549,034713.65+234953.3,56.806909999999995,23.8315,HCG258                 ,15.78,11.09,4.58,0.5326,0.5187,       ,       ,0.044000000000000004,1.0,best,0.53,0.0,42,1,1.0,,
378,211132712,034715.28+250655.4,56.8137,25.11541,SK432                  ,16.7,11.48,5.11,1.1254,       ,       ,       ,0.024,1.0,ok  ,     ,0.0,     ,1,1.0,,
379,211029254,034715.37+232606.1,56.81406,23.435029999999998,HHJ203                 ,     ,12.5,5.46,0.8818,       ,       ,       ,0.037000000000000005,1.0,best,     ,0.0,     ,1,1.0,,
380,211089146,034715.44+242331.0,56.81434,24.39197,BPL134                 ,     ,12.81,5.84,0.31,       ,       ,       ,0.032,1.0,best,     ,0.0,     ,1,1.0,,
381,211111473,034716.44+244450.3,56.8185,24.74731,BPL136                 ,     ,12.51,5.89,0.2628,       ,       ,       ,0.012,1.0,best,     ,0.0,     ,1,1.0,,
382,211072160,034716.56+240742.0,56.818999999999996,24.128339999999998,HII1338                ,8.69,7.48,1.1,7.5994,8.899,       ,       ,0.002,3.0,best,     ,0.0,     ,1,1.0,,
383,211089068,034718.06+242326.7,56.82526,24.39077,HII1348                ,12.7,9.77,2.82,9.7733,       ,       ,       ,0.038,2.0,best,4.56,1.0,5.1,1,1.0,,
384,211078690,034718.12+241351.3,56.825540000000004,24.23092,BPL138                 ,     ,12.28,5.84,0.3239,0.1677,       ,       ,0.024,1.0,ok  ,1.08,1.0,     ,1,1.0,,
385,211131087,034720.83+250512.3,56.8368,25.08676,SK428                  ,15.75,11.14,4.5,3.694,       ,       ,       ,0.034,1.0,best,1.37,1.0,     ,1,1.0,,
386,211024494,034722.01+232136.6,56.841730000000005,23.36019,UGCSJ034722.02+232136.3,     ,12.73,5.4,0.3687,       ,       ,       ,0.061,1.0,best,     ,0.0,     ,1,1.0,,
387,211079188,034722.37+241418.9,56.84324,24.23859,BPL139                 ,     ,13.21,6.31,0.1749,0.1584,       ,       ,0.015,1.0,best,     ,0.0,     ,1,1.0,,
388,211047718,034722.67+234406.9,56.84449,23.73527,HCG266                 ,     ,12.44,5.26,0.6801,       ,       ,       ,0.061,1.0,best,     ,0.0,     ,1,1.0,,
389,210996662,034722.89+225519.6,56.84541,22.92212,HII1407                ,8.13,7.52,0.5,1.456,       ,       ,       ,0.002,1.0,best,     ,0.0,     ,1,1.0,,
390,211117529,034722.97+245056.1,56.84571999999999,24.84894,HCG261                 ,17.16,11.85,5.2,0.9252,       ,       ,       ,0.025,1.0,best,     ,0.0,     ,1,1.0,,
391,211011030,034723.85+230857.0,56.849380000000004,23.14919,HCG270                 ,17.33,12.07,5.15,1.6638,       ,       ,       ,0.021,1.0,best,1.66,0.0,     ,1,1.0,,
392,211080295,034725.10+241517.3,56.85461,24.25481,HHJ198                 ,     ,13.06,5.48,1.1885,       ,       ,       ,0.02,1.0,best,     ,0.0,     ,1,1.0,,
393,211134185,034725.78+250833.0,56.85745,25.14251,HCG263                 ,16.91,11.45,5.35,0.1357,0.3173,       ,       ,0.069,1.0,best,0.12,1.0,     ,1,1.0,,
394,211041526,034726.76+233802.6,56.86152,23.63407,HCG269                 ,     ,12.29,5.51,0.4291,0.2708,       ,       ,0.017,1.0,best,     ,0.0,     ,1,1.0,,
395,211044267,034726.82+234042.0,56.86176999999999,23.67836,HII1425                ,7.77,7.34,0.32,0.0587,0.0313,0.0613,0.0306,0.005,1.0,best,     ,0.0,     ,1,1.0,,
396,211030057,034728.11+232653.5,56.86714,23.44821,SK417                  ,     ,11.9,5.04,0.5572,       ,       ,       ,0.027000000000000003,1.0,best,     ,0.0,     ,1,1.0,,
397,211107116,034728.42+244033.2,56.868430000000004,24.6759,BPL145                 ,     ,12.87,5.18,0.9834,       ,       ,       ,0.021,1.0,best,     ,0.0,     ,1,1.0,,
398,211056628,034729.58+235249.6,56.87327,23.88046,PPL8                   ,     ,14.11,6.68,0.2768,       ,       ,       ,0.03,1.0,best,     ,0.0,     ,1,1.0,,
399,211036595,034729.92+233315.1,56.874680000000005,23.55422,HHJ16                  ,     ,13.82,6.38,0.3079,       ,       ,       ,0.039,1.0,best,     ,0.0,     ,1,1.0,,
400,211087739,034730.59+242213.9,56.877469999999995,24.37055,HCG273                 ,15.82,11.37,4.34,2.7628,       ,       ,       ,0.032,2.0,best,2.78,1.0,     ,1,1.0,,
401,210886447,034731.12+211051.4,56.8797,21.18096,DH519                  ,     ,12.82,5.52,0.5596,       ,       ,       ,0.043,1.0,best,     ,0.0,     ,1,1.0,,
402,211056099,034731.63+235219.3,56.88182,23.87205,UGCSJ034731.64+235219.0,     ,12.85,5.48,0.4855,       ,       ,       ,0.031,1.0,best,     ,0.0,     ,1,1.0,,
403,211075014,034731.99+241024.8,56.883309999999994,24.173579999999998,BPL147                 ,     ,12.83,5.5,0.6538,       ,       ,       ,0.011000000000000001,1.0,best,     ,0.0,     ,1,1.0,,
404,211090001,034732.13+242418.5,56.8839,24.405160000000002,UGCSJ034732.14+242418.3,     ,13.08,5.3,0.3972,       ,       ,       ,0.018000000000000002,1.0,ok  ,     ,0.0,     ,1,1.0,,
405,211021098,034732.18+231823.5,56.88409,23.30655,UGCSJ034732.19+231823.2,     ,12.56,4.95,1.2508,       ,       ,       ,0.027000000000000003,1.0,ok  ,     ,0.0,     ,1,1.0,,
406,211045153,034733.45+234132.9,56.8894,23.6925,HCG277                 ,15.74,10.93,4.7,0.4226,0.6024,       ,       ,0.025,1.0,best,0.6,1.0,27,1,1.0,,
407,211107623,034733.67+244103.1,56.890319999999996,24.68422,HII1454                ,12.86,10.08,2.67,8.5982,       ,       ,       ,0.04,3.0,best,8.41,1.0,3.3,1,1.0,,
408,210922592,034734.16+214448.6,56.892340000000004,21.74684,PELS066                ,12.32,9.9,2.31,7.5554,       ,       ,       ,0.031,3.0,best,7.6,1.0,     ,1,1.0,,
409,210989043,034734.78+224804.8,56.89491999999999,22.80135,HCG284                 ,     ,12.15,5.11,0.6966,       ,       ,       ,0.046,2.0,best,     ,0.0,     ,1,1.0,,
410,211118985,034735.85+245226.9,56.8994,24.87415,HCG279                 ,18.78,12.84,5.83,0.2084,       ,       ,       ,0.027000000000000003,1.0,best,0.42,0.0,     ,1,1.0,,
411,211031682,034736.02+232826.9,56.900119999999994,23.47414,HHJ73                  ,     ,13.28,5.68,0.2819,       ,       ,       ,0.032,1.0,best,     ,0.0,     ,1,1.0,,
412,211090094,034737.65+242423.2,56.90688000000001,24.406470000000002,BPL150                 ,     ,12.83,5.61,0.7538,       ,       ,       ,0.037000000000000005,1.0,best,0.77,1.0,     ,1,1.0,,
413,211031293,034738.00+232804.9,56.908359999999995,23.46805,HII1512                ,13.51,10.32,3.08,8.4106,       ,       ,       ,0.068,3.0,best,8.37,1.0,5.3,1,1.0,,
414,211115713,034738.04+244911.0,56.908519999999996,24.81974,SK409                  ,16.53,11.7,4.72,2.3229,       ,       ,       ,0.036000000000000004,1.0,best,     ,0.0,     ,1,1.0,,
415,211119999,034738.07+245330.5,56.90865,24.89183,HII1485                ,14.21,10.61,3.49,0.5820000000000001,       ,       ,       ,0.077,1.0,best,0.58,1.0,42,1,1.0,,
416,211093429,034739.35+242732.1,56.91396999999999,24.45893,HCG282                 ,17.56,12.16,5.29,0.519,       ,       ,       ,0.026000000000000002,1.0,best,0.52,0.0,     ,1,1.0,,
417,211001714,034739.78+230004.6,56.91576,23.0013,HHJ94                  ,18.73,13.22,5.4,0.4571,       ,       ,       ,0.040999999999999995,1.0,best,     ,0.0,     ,1,1.0,,
418,211083317,034740.37+241806.9,56.91822,24.30193,HII1516                ,13.97,10.34,3.52,0.3067,       ,       ,       ,0.049,1.0,best,0.31,1.0,105,1,1.0,,
419,211087357,034740.44+242152.5,56.918530000000004,24.36459,HII1514                ,10.53,8.94,1.48,3.252,3.4661,       ,       ,0.032,3.0,best,3.25,1.0,13.6,1,1.0,,
420,210997197,034740.97+225548.0,56.920730000000006,22.93001,HII1553                ,12.49,9.36,3.02,1.7668,0.8056,       ,       ,0.036000000000000004,1.0,best,0.45,1.0,9.6,1,1.0,,
421,211048014,034741.17+234425.0,56.921580000000006,23.740289999999998,HII1532                ,13.99,10.57,3.31,0.7814,       ,       ,       ,0.055,2.0,best,0.78,1.0,32,1,1.0,,
422,211062662,034741.43+235818.9,56.92265,23.97194,HII1531                ,13.58,10.31,3.16,0.483,       ,       ,       ,0.076,2.0,best,0.48,1.0,50,1,1.0,,
423,211045643,034744.64+234203.2,56.93603,23.7009,HHJ152                 ,     ,12.7,5.34,0.4458,       ,       ,       ,0.023,3.0,best,     ,0.0,     ,1,1.0,,
424,211104535,034745.90+243801.4,56.941280000000006,24.63373,HCG287                 ,     ,12.54,5.77,0.2962,0.2812,       ,       ,0.021,1.0,best,     ,0.0,     ,1,1.0,,
425,211138781,034747.85+251334.5,56.949380000000005,25.22625,SK398                  ,     ,12.09,5.57,0.6111,       ,       ,       ,0.031,1.0,best,     ,0.0,     ,1,1.0,,
426,211015308,034748.11+231305.3,56.95046,23.21814,HII1593                ,11.15,9.3,1.74,5.1371,       ,       ,       ,0.009000000000000001,3.0,best,5.06,1.0,2.4,1,1.0,,
427,211091536,034749.77+242543.3,56.9574,24.4287,HCG292                 ,18.18,12.69,5.38,0.8216,       ,       ,       ,0.033,1.0,best,     ,0.0,     ,1,1.0,,
428,211096432,034750.94+243018.7,56.96228000000001,24.50522,HCG295                 ,16.15,11.47,4.57,1.4175,       ,       ,       ,0.02,1.0,best,1.42,1.0,     ,1,1.0,,
429,211043323,034751.95+233948.2,56.966469999999994,23.66339,HHJ122                 ,     ,13.07,5.47,0.94,       ,       ,       ,0.03,1.0,best,     ,0.0,     ,1,1.0,,
430,211060621,034752.51+235628.6,56.968830000000004,23.94128,HII1613                ,9.88,8.57,1.2,2.8022,3.0929,1.4012,       ,0.006,1.0,best,     ,0.0,20.1,1,1.0,,
431,211001183,034752.86+225934.0,56.97026999999999,22.99279,SK394                  ,17.64,12.16,5.37,0.5169,0.3931,       ,       ,0.016,1.0,best,     ,0.0,     ,1,1.0,,
432,211021827,034755.26+231905.9,56.98028000000001,23.31833,HCG302                 ,17.33,12.15,5.07,1.3661,       ,       ,       ,0.021,1.0,best,1.37,0.0,     ,1,1.0,,
433,211080546,034756.63+241531.9,56.98596,24.25887,BPL162                 ,     ,13.31,5.82,0.7302,       ,       ,       ,0.019,1.0,best,     ,0.0,     ,1,1.0,,
434,210945565,034758.02+220651.1,56.99175,22.1142,BPL163                 ,     ,14.32,7.13,0.3443,       ,       ,       ,0.048,1.0,best,     ,0.0,     ,1,1.0,,
435,211101996,034759.36+243537.3,56.99737,24.5937,V1281Tau=BPL164        ,     ,13.6,5.82,0.8448,       ,       ,       ,0.047,1.0,best,0.84,1.0,     ,1,1.0,,
436,211110500,034759.73+244352.8,56.99889,24.73134,HII1653                ,13.5,10.06,3.33,0.7364,       ,       ,       ,0.061,1.0,best,0.74,1.0,35,1,1.0,,
437,211027306,034804.97+232413.8,57.02072,23.40385,DH546                  ,     ,13.94,5.95,0.23800000000000002,       ,       ,       ,0.017,1.0,best,     ,0.0,     ,1,1.0,,
438,211003744,034805.82+230202.9,57.02425,23.03414,HCG309                 ,16.16,11.55,4.5,1.5619999999999998,       ,       ,       ,0.057999999999999996,1.0,best,1.56,1.0,10,1,1.0,,
439,211056865,034805.86+235301.1,57.02443,23.88364,UGCSJ034805.86+235300.8,     ,13.27,5.68,0.5561,       ,       ,       ,0.028999999999999998,1.0,best,     ,0.0,     ,1,1.0,,
440,211064559,034806.63+240006.9,57.02766,24.001929999999998,HHJ240                 ,     ,12.54,5.37,0.6242,       ,       ,       ,0.04,1.0,best,     ,0.0,     ,1,1.0,,
441,211143504,034807.67+251855.2,57.031969999999994,25.31534,DH550                  ,13.94,10.34,3.49,0.446,       ,       ,       ,0.09699999999999999,1.0,ok  ,0.45,1.0,     ,1,1.0,,
442,211047990,034807.96+234423.7,57.03317,23.73992,HCG307                 ,17.3,12.18,5.01,0.5148,       ,       ,       ,0.055999999999999994,1.0,best,0.51,0.0,13,1,1.0,,
443,211045994,034808.94+234223.5,57.03726999999999,23.706529999999997,HHJ156                 ,     ,12.77,5.43,0.7512,       ,       ,       ,0.057999999999999996,1.0,best,     ,0.0,     ,1,1.0,,
444,211063049,034809.21+235840.7,57.03839,23.97799,HHJ225                 ,     ,12.65,5.16,0.9637,       ,       ,       ,0.025,1.0,best,     ,0.0,     ,1,1.0,,
445,211001695,034810.17+230004.1,57.0424,23.00114,DH554                  ,14.55,11.0,3.44,6.5481,       ,       ,       ,0.065,2.0,ok  ,6.48,1.0,     ,1,1.0,,
446,211063723,034810.17+235920.3,57.042390000000005,23.988979999999998,DH555                  ,     ,13.51,5.96,0.6734,       ,       ,       ,0.021,1.0,best,     ,0.0,     ,1,1.0,,
447,211033726,034810.98+233025.2,57.04577,23.50702,HII1756                ,14.1,10.69,3.3,8.1854,7.1054,3.8412,       ,0.013000000000000001,1.0,best,1.15,1.0,5,1,1.0,,
448,210860152,034811.41+204642.6,57.04755,20.77852,DH558                  ,     ,12.24,5.49,0.6299,       ,       ,       ,0.023,1.0,best,     ,0.0,     ,1,1.0,,
449,211063134,034813.31+235846.9,57.05546999999999,23.97972,HCG311                 ,17.81,12.39,5.31,0.8237,       ,       ,       ,0.016,1.0,best,     ,0.0,     ,1,1.0,,
450,211084436,034813.54+241906.3,57.05645,24.31842,HII1762                ,8.27,7.35,0.81,1.6856,1.7951,1.5963,0.1569,0.004,1.0,best,     ,0.0,     ,1,1.0,,
451,211041474,034813.76+233759.4,57.05737,23.63319,HCG315                 ,17.72,12.11,5.5,1.8306,       ,       ,       ,0.045,1.0,best,1.83,0.0,     ,1,1.0,,
452,211029245,034815.23+232605.6,57.06349,23.4349,HHJ232                 ,     ,12.56,5.16,0.6994,       ,       ,       ,0.027000000000000003,1.0,best,     ,0.0,     ,1,1.0,,
453,211045648,034815.26+234203.6,57.06361999999999,23.701,HHJ336                 ,17.11,11.78,5.22,0.36700000000000005,0.3534,       ,       ,0.024,1.0,best,     ,0.0,     ,1,1.0,,
454,211139647,034815.48+251436.7,57.0645,25.24353,BPL170                 ,     ,12.99,5.5,0.4809,       ,       ,       ,0.052000000000000005,1.0,best,     ,0.0,     ,1,1.0,,
455,211038622,034816.08+233515.4,57.067,23.58762,HHJ151                 ,     ,12.65,5.77,0.3949,0.6303,       ,       ,0.013000000000000001,1.0,best,     ,0.0,     ,1,1.0,,
456,211138217,034816.86+251254.6,57.07026,25.21517,HII1766                ,9.13,7.86,1.16,6.7219,3.0162,5.9606,       ,0.003,3.0,best,     ,0.0,22.7,1,1.0,,
457,211041683,034816.90+233812.4,57.07045,23.6368,HII1797                ,10.13,8.76,1.26,2.4534,2.6121,       ,       ,0.009000000000000001,3.0,best,     ,0.0,19.6,1,1.0,,
458,211057320,034817.12+235325.3,57.07134,23.89038,HII1794                ,10.4,8.91,1.38,3.8184,4.1542,       ,       ,0.021,3.0,best,3.85,1.0,11.2,1,1.0,,
459,211096385,034817.28+243015.9,57.07204,24.50442,HII1785                ,14.29,10.69,3.49,5.4934,       ,       ,       ,0.075,3.0,best,5.6,1.0,6.5,1,1.0,,
460,211051985,034817.35+234823.7,57.07233000000001,23.80659,HHJ188                 ,     ,12.78,5.36,0.4915,       ,       ,       ,0.031,1.0,best,     ,0.0,     ,1,1.0,,
461,210942652,034817.60+220401.3,57.07334,22.06703,HHJ187                 ,     ,12.61,5.21,0.7353,       ,       ,       ,0.028999999999999998,1.0,best,     ,0.0,     ,1,1.0,,
462,211128863,034817.69+250252.3,57.07371,25.04788,HII1776                ,10.94,9.16,1.67,4.5347,4.9932,       ,       ,0.027000000000000003,3.0,best,4.49,1.0,10.1,1,1.0,,
463,211057388,034818.01+235329.4,57.07506,23.89151,s5158273               ,     ,10.94,3.55,3.8161,4.1507,       ,       ,0.043,4.0,best,     ,0.0,     ,1,1.0,,
464,211039634,034819.83+233611.9,57.082640000000005,23.60333,DH568                  ,16.12,11.47,4.54,1.033,       ,       ,       ,0.03,1.0,best,0.52,1.0,     ,1,1.0,,
465,211121361,034820.28+245455.1,57.08453000000001,24.91532,HCG313                 ,17.09,11.6,5.38,0.6438,0.5027,       ,       ,0.061,1.0,best,     ,0.0,23,1,1.0,,
466,211034343,034820.57+233101.4,57.08575,23.51708,HCG321                 ,     ,13.51,5.93,0.2571,       ,       ,       ,0.040999999999999995,1.0,best,     ,0.0,     ,1,1.0,,
467,211101098,034821.52+243443.6,57.089690000000004,24.578789999999998,BPL174                 ,     ,12.96,5.5,0.7157,       ,       ,       ,0.03,1.0,best,     ,0.0,     ,1,1.0,,
468,210993561,034822.64+225221.7,57.09437,22.8727,HCG323                 ,16.14,11.48,4.55,1.1389,       ,       ,       ,0.027000000000000003,1.0,best,     ,0.0,20,1,1.0,,
469,211030912,034822.69+232743.0,57.09458000000001,23.46196,HHJ171                 ,     ,12.81,5.52,0.293,       ,       ,       ,0.040999999999999995,1.0,best,     ,0.0,     ,1,1.0,,
470,211062705,034822.76+235821.1,57.09486,23.97254,HII1827                ,14.84,10.51,4.22,2.4666,0.3675,       ,       ,0.03,1.0,best,2.47,1.0,13,1,1.0,,
471,211115457,034822.80+244853.6,57.095009999999995,24.8149,SK368                  ,17.1,12.02,4.97,1.7216,       ,       ,       ,0.037000000000000005,1.0,best,     ,0.0,10,1,1.0,,
472,211010149,034823.91+230808.4,57.09966,23.135679999999997,DH576                  ,     ,13.15,5.62,0.3215,       ,       ,       ,0.031,1.0,best,     ,0.0,     ,1,1.0,,
473,211079332,034825.23+241426.0,57.10515,24.240560000000002,HCG322                 ,     ,11.99,5.5,0.7114,       ,       ,       ,0.066,1.0,best,     ,0.0,     ,1,1.0,,
474,210951703,034825.50+221241.7,57.106269999999995,22.21159,HCG329                 ,14.02,10.6,3.31,0.3992,       ,       ,       ,0.114,1.0,best,0.4,1.0,     ,1,1.0,,
475,211139723,034826.03+251441.0,57.10848000000001,25.24475,HCG317                 ,15.46,11.09,4.26,1.6340000000000001,       ,       ,       ,0.06,1.0,best,1.63,1.0,     ,1,1.0,,
476,211067419,034826.16+240254.3,57.109019999999994,24.04844,HII1856                ,10.01,8.66,1.24,2.491,2.5937,       ,       ,0.013000000000000001,1.0,best,     ,0.0,15.4,1,1.0,,
477,211013604,034826.58+231129.7,57.11079,23.19161,HCG332                 ,17.45,11.36,5.98,0.4627,       ,       ,       ,0.076,1.0,ok  ,0.46,0.0,58,1,1.0,,
478,211020742,034828.02+231802.7,57.116780000000006,23.30077,HII1883                ,12.66,9.85,2.7,0.2353,       ,       ,       ,0.061,1.0,best,0.23,1.0,140,1,1.0,,
479,211062438,034829.75+235805.9,57.12399,23.968329999999998,HCG328                 ,     ,13.02,5.53,0.6205,       ,       ,       ,0.013999999999999999,1.0,best,     ,0.0,     ,1,1.0,,
480,211086138,034830.09+242044.1,57.12538000000001,24.345589999999998,HD23763=HII1876        ,6.95,6.57,0.27,0.3075,0.2972,0.3182,10.9869,0.004,1.0,best,     ,0.0,     ,1,1.0,,
481,211081985,034831.04+241653.3,57.129369999999994,24.28148,HCG324                 ,15.99,11.34,4.54,0.258,       ,       ,       ,0.039,1.0,best,     ,0.0,     ,1,1.0,,
482,211066477,034831.83+240158.8,57.13264,24.03301,HCG327                 ,18.3,12.85,5.34,0.4896,       ,       ,       ,0.052000000000000005,1.0,best,0.49,0.0,     ,1,1.0,,
483,211066484,034833.77+240159.0,57.140730000000005,24.03306,HHJ184                 ,     ,12.93,5.24,1.3602,       ,       ,       ,0.02,1.0,best,     ,0.0,     ,1,1.0,,
484,211029232,034834.51+232605.3,57.1438,23.43481,HII1924                ,10.33,8.9,1.32,2.885,       ,       ,       ,0.015,1.0,best,2.89,1.0,14.2,1,1.0,,
485,210994964,034835.18+225342.5,57.1466,22.895139999999998,HHJ10                  ,20.71,13.75,6.85,0.2113,       ,       ,       ,0.071,4.0,best,     ,0.0,52,1,1.0,,
486,211076761,034835.48+241203.2,57.147859999999994,24.20091,V352Tau=HCG335         ,19.67,13.21,6.35,0.5216,       ,       ,       ,0.055999999999999994,1.0,best,0.52,0.0,     ,1,1.0,,
487,211116917,034839.30+245020.0,57.16375,24.838910000000002,DH585                  ,     ,13.42,5.8,0.2656,       ,       ,       ,0.024,1.0,best,     ,0.0,     ,1,1.0,,
488,211077464,034839.90+241242.9,57.16627,24.21194,HCG337                 ,     ,11.85,4.75,0.9204,       ,       ,       ,0.027000000000000003,1.0,best,     ,0.0,     ,1,1.0,,
489,211103033,034840.42+243634.2,57.168440000000004,24.60951,HCG333                 ,     ,12.33,5.27,0.8848,       ,       ,       ,0.047,1.0,best,     ,0.0,     ,1,1.0,,
490,211127395,034840.59+250120.1,57.169140000000006,25.02226,BPL186                 ,     ,13.61,6.34,0.7565,       ,       ,       ,0.046,1.0,best,     ,0.0,     ,1,1.0,,
491,211016654,034840.97+231417.5,57.17075,23.2382,HCG343                 ,     ,12.03,5.51,0.2671,0.1702,       ,       ,0.038,1.0,best,     ,0.0,     ,1,1.0,,
492,211126627,034842.13+250028.5,57.17556999999999,25.007929999999998,HCG339                 ,16.61,11.72,4.78,0.3368,       ,       ,       ,0.046,1.0,best,     ,0.0,64,1,1.0,,
493,211018096,034843.89+231535.4,57.182880000000004,23.25985,HD23791=HII1993        ,8.37,7.66,0.6,0.0356,0.0479,0.0409,       ,0.002,1.0,best,     ,0.0,     ,1,1.0,,
494,211132233,034844.03+250622.6,57.18349,25.1063,BPL189                 ,     ,12.62,5.34,0.5,       ,       ,       ,0.043,1.0,best,     ,0.0,     ,1,1.0,,
495,211103923,034844.68+243723.6,57.18618000000001,24.62324,DH590                  ,     ,14.03,6.45,0.3484,       ,       ,       ,0.038,1.0,best,     ,0.0,     ,1,1.0,,
496,211103969,034845.35+243726.4,57.188959999999994,24.624010000000002,HCG346                 ,     ,13.17,5.67,0.1238,       ,       ,       ,0.016,1.0,best,1.68,1.0,     ,1,1.0,,
497,211023137,034845.43+232019.9,57.18931,23.33887,HII2016                ,13.55,10.38,3.06,3.92,       ,       ,       ,0.057,3.0,best,3.88,1.0,9.8,1,1.0,,
498,210942842,034846.58+220412.7,57.1941,22.070220000000003,                       ,     ,9.53,2.49,6.2883,       ,       ,       ,0.069,3.0,best,6.22,1.0,     ,1,1.0,,
499,210901321,034848.21+212440.8,57.20091,21.41134,UGCSJ034848.23+212440.4,     ,12.64,5.36,0.6231,       ,       ,       ,0.064,2.0,best,     ,0.0,     ,1,1.0,,
500,211027879,034848.77+232448.2,57.20325,23.41339,HHJ86                  ,     ,13.21,5.72,0.374,       ,       ,       ,0.032,1.0,best,     ,0.0,     ,1,1.0,,
501,211081096,034848.94+241602.7,57.20394,24.267429999999997,HII2027                ,10.93,8.82,2.0,5.0921,       ,       ,       ,0.045,3.0,best,5.07,1.0,5.6,1,1.0,,
502,211063000,034849.32+235838.3,57.2055,23.977320000000002,HII2034                ,12.65,9.99,2.55,0.5503,       ,       ,       ,0.121,1.0,best,0.55,1.0,77,1,1.0,,
503,211006328,034850.65+230430.2,57.21108,23.07507,HHJ116                 ,     ,13.11,5.63,0.3617,       ,       ,       ,0.01,1.0,best,     ,0.0,     ,1,1.0,,
504,211087131,034855.64+242140.3,57.23185,24.36121,HHJ8                   ,20.6,14.1,6.39,0.1267,       ,       ,       ,0.039,1.0,best,     ,0.0,     ,1,1.0,,
505,211085091,034857.34+241943.8,57.23895,24.32884,HCG349                 ,15.91,11.05,4.75,1.706,1.8515,       ,       ,0.026000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
506,211007577,034858.28+230539.2,57.24284,23.09424,HHJ353                 ,16.35,11.67,4.57,13.6986,       ,       ,       ,0.012,1.0,best,     ,0.0,     ,1,1.0,,
507,211014186,034858.48+231204.3,57.24369,23.201220000000003,HII2106                ,11.54,9.38,2.05,6.0067,       ,       ,       ,0.031,3.0,best,3.04,1.0,6,1,1.0,,
