Object ID 	 Date of Run 	 Number of Flares 	 Filename 	 Total Exposure Time of LC in Days 	 BJD-2454833 days 
211411894	2018-05-13 10:10:27.507440	0	hlsp_k2sc_k2_llc_211411894-c05_kepler_v2_lc.fits	64.64479166666666	2306.6314501949455
211422418	2018-05-13 10:10:31.134467	0	hlsp_k2sc_k2_llc_211422418-c05_kepler_v2_lc.fits	64.79534722222223	2306.631448515771
211423010	2018-05-13 10:10:36.173223	1	hlsp_k2sc_k2_llc_211423010-c05_kepler_v2_lc.fits	63.967291666666675	2306.6314484668765
211414938	2018-05-13 10:10:39.851673	3	hlsp_k2sc_k2_llc_211414938-c05_kepler_v2_lc.fits	64.81416666666667	2306.631450565612
211415618	2018-05-13 10:10:43.518210	0	hlsp_k2sc_k2_llc_211415618-c05_kepler_v2_lc.fits	64.81416666666667	2306.631450712761
211418176	2018-05-13 10:10:48.627423	0	hlsp_k2sc_k2_llc_211418176-c05_kepler_v2_lc.fits	64.02375	2306.63145132464
211413537	2018-05-13 10:10:52.367398	4	hlsp_k2sc_k2_llc_211413537-c05_kepler_v2_lc.fits	64.75770833333334	2306.6314851325806
211411477	2018-05-13 10:10:56.010464	0	hlsp_k2sc_k2_llc_211411477-c05_kepler_v2_lc.fits	64.79534722222223	2306.6314859041813
211423302	2018-05-13 10:10:59.643326	0	hlsp_k2sc_k2_llc_211423302-c05_kepler_v2_lc.fits	64.72006944444445	2306.6314846566747
211413961	2018-05-13 10:11:03.365427	0	hlsp_k2sc_k2_llc_211413961-c05_kepler_v2_lc.fits	64.66361111111112	2306.6314870254937
211414799	2018-05-13 10:11:07.029470	0	hlsp_k2sc_k2_llc_211414799-c05_kepler_v2_lc.fits	64.70125000000002	2306.6314877863842
211427425	2018-05-13 10:11:10.656349	0	hlsp_k2sc_k2_llc_211427425-c05_kepler_v2_lc.fits	64.75770833333334	2306.6314538075458
211427940	2018-05-13 10:11:14.364100	0	hlsp_k2sc_k2_llc_211427940-c05_kepler_v2_lc.fits	64.4001388888889	2306.6314554438795
211430012	2018-05-13 10:11:17.985112	0	hlsp_k2sc_k2_llc_211430012-c05_kepler_v2_lc.fits	64.2307638888889	2306.6314575309734
211428649	2018-05-13 10:11:21.576483	0	hlsp_k2sc_k2_llc_211428649-c05_kepler_v2_lc.fits	64.5695138888889	2306.6314599878024
211427268	2018-05-13 10:11:25.244026	0	hlsp_k2sc_k2_llc_211427268-c05_kepler_v2_lc.fits	64.55069444444445	2306.6314615314695
211428454	2018-05-13 10:11:28.838318	0	hlsp_k2sc_k2_llc_211428454-c05_kepler_v2_lc.fits	64.64479166666666	2306.6314628776963
211432425	2018-05-13 10:11:32.175507	0	hlsp_k2sc_k2_llc_211432425-c05_kepler_v2_lc.fits	64.62597222222223	2306.6314645671155
211392354	2018-05-13 10:16:11.408182	0	hlsp_k2sc_k2_llc_211392354-c05_kepler_v2_lc.fits	64.88944444444445	2306.631463470949
211392234	2018-05-13 10:20:12.188917	0	hlsp_k2sc_k2_llc_211392234-c05_kepler_v2_lc.fits	64.7388888888889	2306.631464119615
211396893	2018-05-13 10:25:02.954204	0	hlsp_k2sc_k2_llc_211396893-c05_kepler_v2_lc.fits	64.75770833333334	2306.631463367572
211392354	2018-05-13 10:26:48.226025	1	hlsp_everest_k2_llc_211392354-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.6110311451193
211389537	2018-05-13 10:29:52.039219	1	hlsp_k2sc_k2_llc_211389537-c05_kepler_v2_lc.fits	64.7388888888889	2306.631464961065
211396493	2018-05-13 10:34:46.877342	1	hlsp_k2sc_k2_llc_211396493-c05_kepler_v2_lc.fits	64.72006944444445	2306.631464075843
211392234	2018-05-13 10:35:58.584204	0	hlsp_everest_k2_llc_211392234-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.61103179332
211394534	2018-05-13 10:39:45.102594	0	hlsp_k2sc_k2_llc_211394534-c05_kepler_v2_lc.fits	64.88944444444445	2306.6314659263808
211391621	2018-05-13 10:44:23.517479	0	hlsp_k2sc_k2_llc_211391621-c05_kepler_v2_lc.fits	64.88944444444445	2306.631468325002
211396893	2018-05-13 10:45:07.436504	0	hlsp_everest_k2_llc_211396893-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.611031042208
211394644	2018-05-13 10:49:15.315881	0	hlsp_k2sc_k2_llc_211394644-c05_kepler_v2_lc.fits	64.45659722222223	2306.6314677527043
211396316	2018-05-13 10:54:08.977731	2	hlsp_k2sc_k2_llc_211396316-c05_kepler_v2_lc.fits	64.83298611111113	2306.631467886349
211389537	2018-05-13 10:54:13.938643	1	hlsp_everest_k2_llc_211389537-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.61103263477
211394607	2018-05-13 10:58:56.273552	0	hlsp_k2sc_k2_llc_211394607-c05_kepler_v2_lc.fits	64.24958333333333	2306.6314691450316
211396493	2018-05-13 11:02:59.451829	0	hlsp_everest_k2_llc_211396493-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.6110317500134
211394185	2018-05-13 11:03:39.200617	0	hlsp_k2sc_k2_llc_211394185-c05_kepler_v2_lc.fits	64.55069444444445	2306.631471390916
211396025	2018-05-13 11:08:31.151618	2	hlsp_k2sc_k2_llc_211396025-c05_kepler_v2_lc.fits	64.5695138888889	2306.6314717587884
