K2 ID,Dataset Name,Campaign,Object type,Data Release,RA (J2000),Dec (J2000),Target Type,Archive Class,Ref,Actual Start Time,Actual End Time,Investigation ID,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,Processing Date,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,High-Level Science Products
integer,string,integer,substring,string,ra,dec,ustring,string,integer,datetime,datetime,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,integer,string,string,string,string,string,datetime,float,float,float,float,float,float,integer,integer,integer,float,string,integer
211832848,KTWO211832848-C16,16,STAR,23,08 38 07.163,+17 46 56.69,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-37.000,3.000,-14.000,3.000,,,20.352,0.042,,,,,17.795,0.006,16.376,0.005,15.085,0.005,14.368,0.005,12.998,0.022,12.359,0.022,12.116,0.021,15.898,gri,,,5061-301-3-0104-0336,,08380716+1746566,,2018-05-24 15:16:26,1.000,0.000,0.831,,,,8,3,23,,,22
211833336,KTWO211833336-C05,5,STAR,7,08 39 37.040,+17 47 19.87,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5032_GO5048_GO5054_GO5060_GO5095,-31.600,2.600,-11.700,2.600,,,,,16.712,0.087,15.530,0.054,16.306,0.050,14.923,0.050,14.110,0.030,,,12.476,0.021,11.763,0.022,11.602,0.020,14.769,gri,,,5071-301-2-0104-0113,539-046246,08393704+1747198,,2015-10-30 06:37:58,1.000,0.000,0.784,281.212,257.923,223.345,13,1,41,,,22
211833336,KTWO211833336-C16,16,STAR,23,08 39 37.040,+17 47 19.87,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-31.600,2.600,-11.700,2.600,,,,,16.712,0.087,15.530,0.054,16.306,0.050,14.923,0.050,14.110,0.030,,,12.476,0.021,11.763,0.022,11.602,0.020,14.769,gri,,,5071-301-2-0104-0113,539-046246,08393704+1747198,,2018-05-24 16:29:44,1.000,0.000,0.880,417.724,376.641,343.960,8,3,23,,,22
211834355,KTWO211834355-C05,5,STAR,7,08 41 26.149,+17 48 12.73,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5018_GO5024_GO5026_GO5032_GO5048_GO5097,-35.000,3.000,-12.000,3.000,,,21.200,0.089,,,,,18.655,0.008,17.230,0.005,15.819,0.005,15.043,0.005,13.652,0.030,12.966,0.030,12.767,0.025,16.670,gri,,,5071-301-2-0107-0254,,08412614+1748127,,2015-10-30 07:52:48,0.982,0.018,0.653,1303.443,1167.931,1007.757,13,2,42,,,22
211834355,KTWO211834355-C16,16,STAR,23,08 41 26.149,+17 48 12.73,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-35.000,3.000,-12.000,3.000,,,21.200,0.089,,,,,18.655,0.008,17.230,0.005,15.819,0.005,15.043,0.005,13.652,0.030,12.966,0.030,12.767,0.025,16.670,gri,,,5071-301-2-0107-0254,,08412614+1748127,,2018-05-24 16:29:58,1.000,0.000,0.723,,,,8,3,23,,,22
211834700,KTWO211834700-C05,5,STAR,7,08 38 44.477,+17 48 29.45,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5095,-34.300,1.600,-16.800,1.700,,,,,11.793,0.116,11.299,0.118,11.796,0.020,11.452,0.020,11.330,0.030,,,10.519,0.022,10.201,0.019,10.144,0.018,11.470,gri,,1395-262-1,,540-047406,08384447+1748294,,2015-10-30 08:35:48,1.000,0.000,0.984,31.806,24.967,19.470,13,1,41,,,22
211834700,KTWO211834700-C16,16,STAR,23,08 38 44.477,+17 48 29.45,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16021_GO16022_GO16028_GO16031_GO16060,-34.300,1.600,-16.800,1.700,,,,,11.793,0.116,11.299,0.118,11.796,0.020,11.452,0.020,11.330,0.030,,,10.519,0.022,10.201,0.019,10.144,0.018,11.470,gri,,1395-262-1,,540-047406,08384447+1748294,,2018-05-24 16:30:20,1.000,0.000,0.978,,,,8,3,23,,,22
211835162,KTWO211835162-C05,5,STAR,7,08 41 01.763,+17 48 51.58,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,,,,,,,,,,,,,,,,,,,,,14.506,0.037,13.798,0.044,13.510,0.032,17.051,JHK,,,,,08410176+1748515,,2015-10-30 08:53:05,1.000,0.000,0.743,1610.849,1318.545,1044.597,13,2,42,,,22
211835162,KTWO211835162-C16,16,STAR,23,08 41 01.763,+17 48 51.58,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,,,,,,,,,,,,,,,,,,,,,14.506,0.037,13.798,0.044,13.510,0.032,17.051,JHK,,,,,08410176+1748515,,2018-05-24 16:30:42,1.000,0.000,0.661,,,,8,3,23,,,22
211838068,KTWO211838068-C05,5,STAR,7,08 39 01.854,+17 51 20.79,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5032_GO5048,-80.000,2.700,-17.700,2.800,,,,,,,,,,,,,,,,,12.662,0.021,11.975,0.020,11.769,0.020,15.021,JHK,,,,540-047427,08390185+1751208,,2015-10-30 07:57:23,1.000,0.000,0.837,457.873,428.445,393.605,13,1,41,,,22
211838068,KTWO211838068-C16,16,STAR,23,08 39 01.854,+17 51 20.79,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-80.000,2.700,-17.700,2.800,,,,,,,,,,,,,,,,,12.662,0.021,11.975,0.020,11.769,0.020,15.021,JHK,,,,540-047427,08390185+1751208,,2018-05-24 16:31:09,1.000,0.000,0.814,438.717,364.781,299.713,8,3,23,,,22
211839847,KTWO211839847-C05,5,STAR,7,08 36 12.042,+17 52 46.73,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,-35.000,3.000,-11.000,3.000,,,22.632,0.255,,,,,19.926,0.016,18.412,0.008,16.839,0.005,15.952,0.007,14.502,0.030,13.835,0.033,13.546,0.036,17.765,gri,,,5071-301-3-0099-0313,,08361204+1752467,,2015-10-30 05:54:29,1.000,0.000,0.667,2219.029,1825.507,1569.613,13,1,41,,,14
211841501,KTWO211841501-C05,5,STAR,7,08 44 11.962,+17 54 07.87,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048,-37.400,1.300,-10.100,1.400,,,,,10.420,0.040,9.932,0.035,10.392,0.140,9.816,0.070,9.755,0.020,,,9.049,0.027,8.836,0.044,8.776,0.020,9.946,gri,,1396-398-1,,540-047661,08441195+1754079,,2015-10-30 06:18:36,1.000,2.000e-4,1.000,47.481,48.635,47.395,13,2,42,,,22
211841501,KTWO211841501-C16,16,STAR,23,08 44 11.962,+17 54 07.87,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16021_GO16022_GO16028_GO16031_GO16060,-37.400,1.300,-10.100,1.400,,,,,10.420,0.040,9.932,0.035,10.392,0.140,9.816,0.070,9.755,0.020,,,9.049,0.027,8.836,0.044,8.776,0.020,9.946,gri,,1396-398-1,,540-047661,08441195+1754079,,2018-05-24 15:17:05,1.000,0.000,1.000,55.094,55.414,57.593,8,2,22,,,22
211841807,KTWO211841807-C05,5,STAR,7,08 38 39.959,+17 54 21.01,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,-38.000,3.000,-10.000,3.000,,,22.505,0.204,,,,,20.295,0.018,18.768,0.010,17.097,0.006,16.262,0.008,14.806,0.040,14.267,0.042,13.939,0.055,18.056,gri,,,5061-301-3-0105-0337,,08383995+1754210,,2015-10-30 06:06:47,1.000,0.000,0.574,2139.857,1691.843,1370.045,13,1,41,,,22
211841807,KTWO211841807-C16,16,STAR,23,08 38 39.959,+17 54 21.01,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-38.000,3.000,-10.000,3.000,,,22.505,0.204,,,,,20.295,0.018,18.768,0.010,17.097,0.006,16.262,0.008,14.806,0.040,14.267,0.042,13.939,0.055,18.056,gri,,,5061-301-3-0105-0337,,08383995+1754210,,2018-05-24 16:32:47,0.942,0.058,0.456,,,,8,3,23,,,22
211841991,KTWO211841991-C05,5,STAR,7,08 43 43.072,+17 54 29.94,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5020_GO5022_GO5024_GO5032_GO5048_GO5054_GO5060,-35.300,2.500,-10.600,2.700,,,,,16.620,0.140,15.209,0.010,15.949,0.050,14.612,0.050,13.914,0.080,,,12.209,0.026,11.503,0.032,11.305,0.021,14.524,gri,,,5061-301-2-0113-0013,540-047638,08434306+1754298,,2015-10-30 09:13:27,1.000,0.000,0.880,297.237,284.406,265.416,13,2,42,,,22
211841991,KTWO211841991-C16,16,STAR,23,08 43 43.072,+17 54 29.94,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-35.300,2.500,-10.600,2.700,,,,,16.620,0.140,15.209,0.010,15.949,0.050,14.612,0.050,13.914,0.080,,,12.209,0.026,11.503,0.032,11.305,0.021,14.524,gri,,,5061-301-2-0113-0013,540-047638,08434306+1754298,,2018-05-24 16:32:48,1.000,0.000,0.916,324.822,302.880,280.925,8,2,22,,,22
211842439,KTWO211842439-C05,5,STAR,7,08 36 27.817,+17 54 53.49,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060,-38.000,1.500,-14.500,1.600,,,,,11.434,0.092,10.964,0.094,11.024,0.020,10.655,0.010,10.552,0.020,,,9.720,0.021,9.485,0.023,9.405,0.020,10.693,gri,,1395-627-1,,540-047292,08362782+1754535,,2015-10-30 07:17:06,1.000,0.000,1.000,160.656,151.797,157.925,13,1,41,,,14
211845034,KTWO211845034-C05,5,STAR,7,08 40 36.264,+17 57 00.40,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5011_GO5018_GO5024_GO5026_GO5048_GO5097,-36.000,3.000,-11.000,3.000,,,20.930,0.076,,,,,18.440,0.007,17.011,0.006,15.620,0.005,14.850,0.006,13.466,0.025,12.835,0.025,12.578,0.024,16.466,gri,,,5061-301-3-0108-0093,,08403626+1757003,,2015-10-30 06:01:27,1.000,0.000,0.671,1258.616,1216.392,1187.166,13,1,41,,,22
211845034,KTWO211845034-C16,16,STAR,23,08 40 36.264,+17 57 00.40,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-36.000,3.000,-11.000,3.000,,,20.930,0.076,,,,,18.440,0.007,17.011,0.006,15.620,0.005,14.850,0.006,13.466,0.025,12.835,0.025,12.578,0.024,16.466,gri,,,5061-301-3-0108-0093,,08403626+1757003,,2018-05-24 16:34:05,1.000,0.000,0.901,1272.876,1108.688,1008.862,8,3,23,,,22
211845069,KTWO211845069-C05,5,STAR,7,08 30 02.941,+17 57 02.13,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-26.000,4.000,-7.000,4.000,,,23.625,0.562,,,,,20.496,0.022,18.948,0.011,17.187,0.006,16.252,0.007,14.624,0.030,14.089,0.033,13.724,0.046,18.180,gri,,,5071-301-5-0091-0386,,08300294+1757021,,2015-10-30 05:56:20,0.926,0.074,0.487,3294.604,2692.810,2132.749,18,1,61,,,14
211845572,KTWO211845572-C05,5,STAR,7,08 36 34.340,+17 57 27.40,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5095,,,,,,,,,,,,,,,,,,,,,15.869,0.081,15.063,0.073,14.572,0.089,17.355,J,,,,,08363433+1757273,,2015-10-30 05:24:33,0.936,0.064,0.687,1471.108,1140.866,893.292,13,1,41,,,14
211846954,KTWO211846954-C05,5,STAR,7,08 36 00.468,+17 58 33.31,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5011_GO5018_GO5024_GO5032_GO5048_GO5095,-39.900,3.100,-11.400,3.200,,,,,,,,,,,,,,,,,12.874,0.025,12.217,0.025,12.001,0.019,15.173,JHK,,,,540-047272,08360048+1758333,,2015-10-30 08:45:34,1.000,3.000e-4,0.746,960.427,874.045,707.494,13,1,41,,,14
211847321,KTWO211847321-C05,5,STAR,7,08 39 30.661,+17 58 51.35,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,-36.000,3.000,-13.000,3.000,,,22.370,0.180,,,,,19.737,0.013,18.252,0.008,16.721,0.006,15.899,0.007,14.427,0.028,13.738,0.031,13.512,0.036,17.626,gri,,,5061-301-3-0107-0185,,08393066+1758513,,2015-10-30 09:32:28,1.000,0.000,0.680,2001.533,1626.105,1294.838,13,1,41,,,22
211847321,KTWO211847321-C16,16,STAR,23,08 39 30.661,+17 58 51.35,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16005_GO16022_GO16031_GO16060,-36.000,3.000,-13.000,3.000,,,22.370,0.180,,,,,19.737,0.013,18.252,0.008,16.721,0.006,15.899,0.007,14.427,0.028,13.738,0.031,13.512,0.036,17.626,gri,,,5061-301-3-0107-0185,,08393066+1758513,,2018-05-24 16:34:48,1.000,0.000,0.476,3456.783,2967.876,2393.999,8,3,23,,,22
211847798,KTWO211847798-C05,5,STAR,7,08 42 17.539,+17 59 14.85,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5018_GO5024_GO5026_GO5032_GO5048_GO5097,,,,,,,,,,,,,,,,,,,,,13.706,0.026,13.075,0.027,12.829,0.028,16.017,JHK,,,,,08421753+1759148,,2015-10-30 04:51:04,0.999,7.000e-4,0.749,912.067,746.706,619.768,13,2,42,,,22
211847798,KTWO211847798-C16,16,STAR,23,08 42 17.539,+17 59 14.85,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,,,,,,,,,,,,,,,,,,,,,13.706,0.026,13.075,0.027,12.829,0.028,16.017,JHK,,,,,08421753+1759148,,2018-05-24 16:34:59,0.999,0.001,0.473,3212.384,2937.289,2693.176,8,3,23,,,22
211851325,KTWO211851325-C05,5,STAR,7,08 32 44.812,+18 02 10.13,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5032_GO5048_GO5097,-15.200,4.700,-7.500,4.500,,,,,,,,,,,,,,,,,12.644,0.022,12.002,0.027,11.747,0.020,15.014,JHK,,,,541-046409,08324481+1802101,,2015-10-30 05:04:40,0.951,0.050,0.755,978.970,902.981,812.083,18,1,61,,,14
211884968,KTWO211884968-C05,5,STAR,7,08 32 53.106,+18 30 29.33,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5032_GO5048_GO5095_GO5097,-30.900,4.200,-8.700,4.300,,,,,,,,,,,,,,,,,13.117,0.025,12.484,0.025,12.266,0.023,15.346,JHK,,,,543-047572,08325309+1830293,,2015-10-30 06:05:43,1.000,0.000,0.859,676.425,638.296,579.981,19,2,66,,,14
211885995,KTWO211885995-C05,5,STAR,7,08 49 26.767,+18 31 19.55,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5020_GO5024_GO5032_GO5048_GO5054_GO5060_GO5095_GO5101,-41.600,3.800,-9.300,4.100,,,,,16.819,0.080,15.396,0.050,16.209,0.050,14.791,0.040,14.011,0.060,,,12.241,0.023,11.585,0.031,11.394,0.023,14.671,gri,,,,543-048292,08492676+1831195,,2015-10-30 09:31:45,1.000,0.000,0.887,557.791,508.593,479.245,9,2,26,,,14
211886612,KTWO211886612-C05,5,STAR,7,08 43 12.929,+18 31 50.90,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5032_GO5048_GO5054_GO5095_GO5097,-37.000,3.000,-10.000,3.000,,,20.283,0.046,,,,,17.782,0.006,16.350,0.004,15.144,0.004,14.514,0.005,13.168,0.027,12.508,0.021,12.278,0.024,15.935,gri,,,5071-301-3-0111-0257,,08431292+1831509,,2015-10-30 05:23:26,1.000,1.000e-4,0.846,399.332,333.498,283.484,14,1,45,,,22
211886612,KTWO211886612-C16,16,STAR,23,08 43 12.929,+18 31 50.90,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-37.000,3.000,-10.000,3.000,,,20.283,0.046,,,,,17.782,0.006,16.350,0.004,15.144,0.004,14.514,0.005,13.168,0.027,12.508,0.021,12.278,0.024,15.935,gri,,,5071-301-3-0111-0257,,08431292+1831509,,2018-05-24 16:48:07,1.000,0.000,0.853,662.182,610.458,564.559,8,2,22,,,22
211887287,KTWO211887287-C05,5,STAR,7,08 42 38.311,+18 32 27.92,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,,,,,,,,,,,,,,,,,,,,,15.720,0.080,15.210,0.106,14.785,0.104,18.186,JHK,,,,,08423831+1832279,,2015-10-30 09:18:13,0.852,0.148,0.770,7576.400,6057.527,4620.015,14,1,45,,,14
211887567,KTWO211887567-C05,5,STAR,7,08 36 23.278,+18 32 42.28,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,,,,,,,,,,,,,,,,,,,,,15.765,0.064,15.191,0.066,14.714,0.071,17.243,J,,,,,08362327+1832422,,2015-10-30 07:21:52,1.000,0.000,0.689,5760.513,4293.236,3387.182,14,2,46,,,14
211887839,KTWO211887839-C05,5,STAR,7,08 43 31.051,+18 32 54.69,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095,-35.800,2.300,-7.000,2.900,,,,,15.209,0.060,13.980,0.030,14.646,0.050,13.441,0.020,12.939,0.040,,,11.524,0.023,10.907,0.022,10.741,0.018,13.451,gri,,,,543-048050,08433105+1832547,,2015-10-30 06:55:26,1.000,0.000,0.917,293.240,275.102,258.101,14,1,45,,,22
211887839,KTWO211887839-C16,16,STAR,23,08 43 31.051,+18 32 54.69,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16021_GO16022_GO16031_GO16052_GO16060,-35.800,2.300,-7.000,2.900,,,,,15.209,0.060,13.980,0.030,14.646,0.050,13.441,0.020,12.939,0.040,,,11.524,0.023,10.907,0.022,10.741,0.018,13.451,gri,,,,543-048050,08433105+1832547,,2018-05-24 16:48:29,1.000,0.000,0.937,,,,8,2,22,,,22
211888866,KTWO211888866-C05,5,STAR,7,08 29 43.422,+18 33 48.22,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,,,,,,,,,,,,,,,,,,,,,15.830,0.084,15.313,0.124,14.961,0.116,18.116,JHK,,,,,08294342+1833482,,2015-10-30 06:31:10,0.914,0.086,0.688,10970.506,9084.586,7737.674,19,2,66,,,14
211889082,KTWO211889082-C05,5,STAR,7,08 29 57.062,+18 34 00.03,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5020_GO5024_GO5032_GO5048_GO5054_GO5060_GO5095,-35.800,3.000,-9.000,3.200,,,,,16.928,0.060,15.602,0.050,16.313,0.050,14.959,0.040,13.995,0.050,,,12.151,0.022,11.477,0.021,11.297,0.020,14.691,gri,,,5037-301-3-0097-0255,543-047420,08295706+1834000,,2015-10-30 05:25:16,1.000,0.000,0.914,449.495,427.916,399.325,19,2,66,,,14
211889983,KTWO211889983-C05,5,STAR,7,08 36 47.110,+18 34 46.86,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5022_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5106,-32.900,1.600,-9.600,3.800,,,,,13.689,0.050,12.769,0.010,13.190,0.020,12.443,0.010,12.193,0.030,,,11.114,0.023,10.675,0.023,10.586,0.019,12.492,gri,,,,543-047764,08364711+1834468,,2015-10-30 07:15:26,1.000,0.000,0.957,144.132,133.867,125.735,14,2,46,,,14
211890182,KTWO211890182-C05,5,STAR,7,08 45 40.889,+18 34 57.45,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-29.000,4.000,-18.000,4.000,,,22.970,0.295,,,,,20.730,0.024,19.206,0.012,17.454,0.007,16.505,0.009,14.950,0.044,14.306,0.047,14.079,0.054,18.437,gri,,,5061-301-3-0117-0309,,08454088+1834574,,2015-10-30 08:13:43,0.888,0.112,0.659,5828.729,5175.600,4635.595,14,1,45,,,22
211890182,KTWO211890182-C16,16,STAR,23,08 45 40.889,+18 34 57.45,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16060,-29.000,4.000,-18.000,4.000,,,22.970,0.295,,,,,20.730,0.024,19.206,0.012,17.454,0.007,16.505,0.009,14.950,0.044,14.306,0.047,14.079,0.054,18.437,gri,,,5061-301-3-0117-0309,,08454088+1834574,,2018-05-24 16:48:42,0.923,0.077,0.476,8020.826,6227.572,5482.958,8,2,22,,,22
211890216,KTWO211890216-C05,5,STAR,7,08 40 55.312,+18 34 59.03,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5022_GO5024_GO5032_GO5048_GO5060_GO5095,-35.700,3.000,-7.900,3.000,,,,,15.838,0.030,14.507,0.020,15.225,0.040,13.924,0.020,13.342,0.060,,,11.924,0.022,11.264,0.021,11.128,0.022,13.907,gri,,,,543-047930,08405531+1834592,,2015-10-30 05:24:55,1.000,0.000,0.928,306.550,299.779,284.924,14,1,45,,,22
211890216,KTWO211890216-C16,16,STAR,23,08 40 55.312,+18 34 59.03,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-35.700,3.000,-7.900,3.000,,,,,15.838,0.030,14.507,0.020,15.225,0.040,13.924,0.020,13.342,0.060,,,11.924,0.022,11.264,0.021,11.128,0.022,13.907,gri,,,,543-047930,08405531+1834592,,2018-05-24 16:48:42,1.000,0.000,0.943,,,,8,3,23,,,22
211890774,KTWO211890774-C05,5,STAR,7,08 42 32.065,+18 35 28.09,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5032_GO5048_GO5054_GO5060_GO5095,-33.200,3.600,-6.500,4.200,,,,,17.522,0.170,15.980,0.064,16.757,0.065,15.513,0.063,14.473,0.079,,,12.635,0.020,12.038,0.028,11.790,0.023,15.158,gri,,,,543-048003,08423205+1835281,,2015-10-30 09:03:53,1.000,0.000,0.879,279.932,238.388,192.842,14,1,45,,,22
211890774,KTWO211890774-C16,16,STAR,23,08 42 32.065,+18 35 28.09,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-33.200,3.600,-6.500,4.200,,,,,17.522,0.170,15.980,0.064,16.757,0.065,15.513,0.063,14.473,0.079,,,12.635,0.020,12.038,0.028,11.790,0.023,15.158,gri,,,,543-048003,08423205+1835281,,2018-05-24 16:49:03,1.000,0.000,0.862,361.121,331.371,290.990,8,3,23,,,22
211891321,KTWO211891321-C05,5,STAR,7,08 45 36.860,+18 35 55.33,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5011_GO5018_GO5024_GO5032_GO5048_GO5097,-35.000,2.000,-15.000,2.000,,,20.677,0.054,,,,,18.033,0.006,16.609,0.005,15.185,0.005,14.431,0.005,12.987,0.023,12.323,0.024,12.062,0.021,16.039,gri,,,5061-301-3-0117-0259,,08453685+1835553,,2015-10-30 08:23:08,0.997,0.003,0.863,577.514,515.229,434.445,14,1,45,,,22
211891321,KTWO211891321-C16,16,STAR,23,08 45 36.860,+18 35 55.33,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-35.000,2.000,-15.000,2.000,,,20.677,0.054,,,,,18.033,0.006,16.609,0.005,15.185,0.005,14.431,0.005,12.987,0.023,12.323,0.024,12.062,0.021,16.039,gri,,,5061-301-3-0117-0259,,08453685+1835553,,2018-05-24 16:49:03,0.998,0.002,0.739,,,,8,1,21,,,22
211891359,KTWO211891359-C05,5,STAR,7,08 44 36.139,+18 35 57.14,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5020_GO5024_GO5032_GO5048_GO5054_GO5060_GO5095,-34.200,2.500,-12.000,2.400,,,,,15.905,0.060,14.518,0.040,15.283,0.050,13.941,0.020,13.165,0.020,,,11.515,0.022,10.816,0.022,10.655,0.018,13.801,gri,,,,543-048096,08443613+1835570,,2015-10-30 08:14:16,1.000,0.000,0.881,604.721,547.169,490.828,14,1,45,,,14
211891774,KTWO211891774-C05,5,STAR,7,08 47 48.862,+18 36 19.58,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5095_GO5097,-38.000,3.000,-14.000,3.000,,,21.661,0.130,,,,,19.064,0.010,17.566,0.006,15.989,0.005,15.105,0.005,13.634,0.031,12.998,0.033,12.771,0.028,16.912,gri,,,5071-301-2-0118-0243,,08474886+1836195,,2015-10-30 05:51:09,1.000,0.000,0.661,1545.512,1471.628,1367.040,9,2,26,,,14
211891961,KTWO211891961-C05,5,STAR,7,08 40 17.069,+18 36 29.82,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,-35.000,3.000,-9.000,3.000,,,21.618,0.125,,,,,19.625,0.013,18.147,0.007,16.597,0.005,15.704,0.006,14.245,0.028,13.649,0.038,13.348,0.036,17.505,gri,,,5071-301-4-0107-0265,,08401707+1836298,,2015-10-30 07:17:50,1.000,0.000,0.745,2442.631,2033.394,1664.914,14,2,46,,,22
211891961,KTWO211891961-C16,16,STAR,23,08 40 17.069,+18 36 29.82,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-35.000,3.000,-9.000,3.000,,,21.618,0.125,,,,,19.625,0.013,18.147,0.007,16.597,0.005,15.704,0.006,14.245,0.028,13.649,0.038,13.348,0.036,17.505,gri,,,5071-301-4-0107-0265,,08401707+1836298,,2018-05-24 16:49:24,1.000,0.000,0.660,2073.235,1929.746,1732.690,8,3,23,,,22
