K2 ID,Dataset Name,Campaign,Object type,Data Release,RA (J2000),Dec (J2000),Target Type,Archive Class,Ref,Actual Start Time,Actual End Time,Investigation ID,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,Processing Date,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,High-Level Science Products
integer,string,integer,substring,string,ra,dec,ustring,string,integer,datetime,datetime,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,integer,string,string,string,string,string,datetime,float,float,float,float,float,float,integer,integer,integer,float,string,integer
211923534,KTWO211923534-C05,5,STAR,7,08 36 51.638,+19 04 35.04,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095_GO5101,-29.500,2.600,-11.300,2.200,,,,,15.022,0.030,13.781,0.030,14.409,0.010,13.277,0.040,12.866,0.020,,,11.577,0.022,10.975,0.022,10.855,0.019,13.329,gri,,,,546-046514,08365163+1904350,,2015-10-30 09:28:16,1.000,0.000,0.949,170.251,161.521,154.107,14,2,46,,,14
211923569,KTWO211923569-C05,5,STAR,7,08 33 14.404,+19 04 36.52,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5018_GO5024_GO5032_GO5048_GO5095,-31.000,3.200,-9.700,3.300,,,,,,,,,,,,,,,,,12.967,0.023,12.300,0.021,12.089,0.018,15.281,JHK,,,5045-301-3-0115-0153,546-046349,08331440+1904364,,2015-10-30 07:04:03,1.000,0.000,0.911,817.779,818.609,771.757,19,2,66,,,14
211924229,KTWO211924229-C05,5,STAR,7,08 41 15.425,+19 05 10.41,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5011_GO5018_GO5024_GO5032_GO5048_GO5095_GO5097,-32.900,5.900,-14.500,5.800,,,,,,,,,,,,,,,,,13.109,0.025,12.490,0.022,12.254,0.021,15.351,JHK,,,5061-301-5-0112-0372,546-046729,08411543+1905104,,2015-10-30 07:23:32,1.000,0.000,0.800,532.863,430.148,340.344,14,1,45,,,22
211924229,KTWO211924229-C16,16,STAR,23,08 41 15.425,+19 05 10.41,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-32.900,5.900,-14.500,5.800,,,,,,,,,,,,,,,,,13.109,0.025,12.490,0.022,12.254,0.021,15.351,JHK,,,5061-301-5-0112-0372,546-046729,08411543+1905104,,2018-05-24 17:01:19,1.000,0.000,0.452,,,,8,4,24,,,22
211924377,KTWO211924377-C05,5,EXTENDED,7,08 41 19.100,+19 05 18.69,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5095,-35.000,3.000,-15.000,3.000,,,21.591,0.101,,,,,19.235,0.010,17.730,0.006,16.111,0.005,15.230,0.005,13.699,0.027,13.128,0.031,12.867,0.024,17.048,gri,,,5061-301-5-0112-0384,,08411910+1905186,,2015-10-30 06:38:33,1.000,0.000,0.731,1078.193,880.920,769.369,14,1,45,,,20
211924377,KTWO211924377-C16,16,EXTENDED,23,08 41 19.100,+19 05 18.69,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-35.000,3.000,-15.000,3.000,,,21.591,0.101,,,,,19.235,0.010,17.730,0.006,16.111,0.005,15.230,0.005,13.699,0.027,13.128,0.031,12.867,0.024,17.048,gri,,,5061-301-5-0112-0384,,08411910+1905186,,2018-05-24 17:01:19,1.000,0.000,0.674,1112.139,993.313,868.392,8,4,24,,,20
211924546,KTWO211924546-C05,5,STAR,7,08 36 56.797,+19 05 28.06,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095_GO5101,-36.500,3.100,-12.800,3.700,,,,,16.115,0.050,14.659,0.020,15.454,0.010,14.063,0.020,13.401,0.010,,,11.803,0.023,11.123,0.022,10.974,0.021,14.017,gri,,,5061-301-6-0106-0125,546-046520,08365680+1905280,,2015-10-30 05:12:35,1.000,0.000,0.947,219.270,202.746,185.861,14,2,46,,,14
211925013,KTWO211925013-C05,5,STAR,7,08 41 19.694,+19 05 54.45,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-31.000,3.000,-15.000,3.000,,,23.074,0.298,,,,,20.625,0.023,19.058,0.011,17.393,0.007,16.499,0.008,14.931,0.039,14.341,0.052,14.004,0.058,18.363,gri,,,5061-301-5-0112-0429,,08411969+1905544,,2015-10-30 07:40:51,0.891,0.109,0.654,2772.910,2172.630,1736.296,14,1,45,,,22
211925013,KTWO211925013-C16,16,STAR,23,08 41 19.694,+19 05 54.45,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-31.000,3.000,-15.000,3.000,,,23.074,0.298,,,,,20.625,0.023,19.058,0.011,17.393,0.007,16.499,0.008,14.931,0.039,14.341,0.052,14.004,0.058,18.363,gri,,,5061-301-5-0112-0429,,08411969+1905544,,2018-05-24 17:01:42,0.925,0.075,0.552,,,,8,4,24,,,22
211925093,KTWO211925093-C05,5,STAR,7,08 42 42.484,+19 05 58.92,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5104,-37.400,1.600,-13.300,1.700,,,,,12.067,0.189,11.553,0.157,11.925,0.030,11.375,0.040,11.186,0.040,,,10.302,0.021,9.978,0.019,9.881,0.021,11.408,gri,,1396-214-1,,546-046783,08424250+1905589,,2015-10-30 08:48:30,1.000,4.000e-4,1.000,167.785,165.686,167.578,14,1,45,,,14
211925319,KTWO211925319-C05,5,STAR,7,08 41 06.468,+19 06 10.69,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,,,,,,,,,,,,,,,,,,,,,15.108,0.042,14.525,0.044,14.173,0.060,17.574,JHK,,,,,08410646+1906106,,2015-10-30 05:19:00,1.000,0.000,0.746,3171.445,2529.615,2031.833,14,1,45,,,22
211925319,KTWO211925319-C16,16,STAR,23,08 41 06.468,+19 06 10.69,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,,,,,,,,,,,,,,,,,,,,,15.108,0.042,14.525,0.044,14.173,0.060,17.574,JHK,,,,,08410646+1906106,,2018-05-24 17:01:43,1.000,0.000,0.657,,,,8,4,24,,,22
211925371,KTWO211925371-C05,5,STAR,7,08 37 31.048,+19 06 14.26,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5064_GO5095,-36.900,2.300,-11.700,2.500,,,,,15.124,0.040,13.857,0.010,14.518,0.036,13.305,0.030,12.876,0.020,,,11.489,0.026,10.902,0.030,10.767,0.018,13.369,gri,,,,546-046548,08373105+1906142,,2015-10-30 05:25:40,1.000,0.000,0.958,112.236,112.126,108.264,14,2,46,,,14
211925552,KTWO211925552-C05,5,STAR,7,08 37 47.392,+19 06 24.75,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5095_GO5106,-34.800,0.600,-12.400,1.000,,,,,13.172,0.042,12.273,0.020,12.682,0.010,11.960,0.020,11.741,0.020,,,10.666,0.024,10.252,0.030,10.202,0.018,12.024,gri,,,,546-046563,08374739+1906247,,2015-10-30 08:14:17,1.000,0.000,0.982,256.498,258.483,251.930,14,2,46,,,14
211925563,KTWO211925563-C05,5,STAR,7,08 41 35.992,+19 06 25.45,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095,-39.500,2.800,-5.200,6.700,,,,,15.457,0.020,14.138,0.030,14.845,0.020,13.600,0.010,13.096,0.040,,,11.752,0.020,11.120,0.020,10.978,0.018,13.621,gri,,,,546-046740,08413599+1906255,,2015-10-30 05:36:51,1.000,0.000,0.928,451.513,428.255,405.460,14,1,45,,,22
211925563,KTWO211925563-C16,16,STAR,23,08 41 35.992,+19 06 25.45,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-39.500,2.800,-5.200,6.700,,,,,15.457,0.020,14.138,0.030,14.845,0.020,13.600,0.010,13.096,0.040,,,11.752,0.020,11.120,0.020,10.978,0.018,13.621,gri,,,,546-046740,08413599+1906255,,2018-05-24 17:02:04,1.000,0.000,0.933,,,,8,4,24,,,22
211925698,KTWO211925698-C05,5,STAR,7,08 43 15.866,+19 06 33.12,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048,-35.000,3.000,-12.000,3.000,,,22.248,0.152,,,,,19.477,0.012,18.035,0.007,16.532,0.006,15.699,0.006,14.210,0.029,13.627,0.033,13.338,0.038,17.415,gri,,,5037-301-1-0118-0311,,08431586+1906331,,2015-10-30 07:38:40,0.985,0.015,0.659,1561.552,1402.091,1200.374,14,1,45,,,22
211925698,KTWO211925698-C16,16,STAR,23,08 43 15.866,+19 06 33.12,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-35.000,3.000,-12.000,3.000,,,22.248,0.152,,,,,19.477,0.012,18.035,0.007,16.532,0.006,15.699,0.006,14.210,0.029,13.627,0.033,13.338,0.038,17.415,gri,,,5037-301-1-0118-0311,,08431586+1906331,,2018-05-24 17:02:04,0.995,0.005,0.667,1811.577,1635.036,1479.801,8,1,21,,,22
211926132,KTWO211926132-C05,5,STAR,7,08 39 12.175,+19 06 56.21,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5104,-35.000,1.400,-15.200,1.400,,,,,11.069,0.074,10.397,0.055,10.784,0.030,10.420,0.040,10.311,0.030,,,9.555,0.020,9.313,0.021,9.258,0.018,10.453,gri,,1395-1323-1,,546-046628,08391217+1906561,,2015-10-30 06:23:16,0.989,0.011,1.000,235.898,234.566,235.717,14,2,46,,,22
211926132,KTWO211926132-C16,16,STAR,23,08 39 12.175,+19 06 56.21,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16021_GO16022_GO16028_GO16031_GO16060,-35.000,1.400,-15.200,1.400,,,,,11.069,0.074,10.397,0.055,10.784,0.030,10.420,0.040,10.311,0.030,,,9.555,0.020,9.313,0.021,9.258,0.018,10.453,gri,,1395-1323-1,,546-046628,08391217+1906561,,2018-05-24 17:02:27,0.989,0.011,1.000,,,,8,4,24,,,22
211926133,KTWO211926133-C05,5,STAR,7,08 39 39.650,+19 06 56.22,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,,,,,,,,,,,,,,,,,,,,,14.963,0.045,14.399,0.049,14.030,0.063,17.425,JHK,,,,,08393965+1906562,,2015-10-30 05:59:28,1.000,0.000,0.562,3718.367,2865.489,2192.423,14,2,46,,,22
211926133,KTWO211926133-C16,16,STAR,23,08 39 39.650,+19 06 56.22,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,,,,,,,,,,,,,,,,,,,,,14.963,0.045,14.399,0.049,14.030,0.063,17.425,JHK,,,,,08393965+1906562,,2018-05-24 17:02:27,1.000,0.000,0.628,2855.031,2366.309,1914.285,8,4,24,,,22
211926166,KTWO211926166-C05,5,STAR,7,08 42 30.744,+19 06 57.83,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-36.000,3.000,-11.000,3.000,,,22.726,0.214,,,,,20.024,0.016,18.543,0.009,16.932,0.006,16.047,0.007,14.510,0.030,13.992,0.043,13.594,0.044,17.860,gri,,,5037-301-1-0117-0327,,08423074+1906578,,2015-10-30 05:57:26,1.000,0.000,0.699,1860.908,1525.916,1249.127,14,1,45,,,22
211926166,KTWO211926166-C16,16,STAR,23,08 42 30.744,+19 06 57.83,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-36.000,3.000,-11.000,3.000,,,22.726,0.214,,,,,20.024,0.016,18.543,0.009,16.932,0.006,16.047,0.007,14.510,0.030,13.992,0.043,13.594,0.044,17.860,gri,,,5037-301-1-0117-0327,,08423074+1906578,,2018-05-24 17:02:27,1.000,0.000,0.646,,,,8,4,24,,,22
211926605,KTWO211926605-C05,5,STAR,7,09 00 10.624,+19 07 23.37,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-40.000,4.000,-13.000,4.000,,,24.208,0.670,,,,,20.940,0.030,19.354,0.013,17.578,0.007,16.549,0.009,14.935,0.037,14.288,0.040,14.010,0.044,18.587,gri,,,5061-301-1-0140-0313,,09001062+1907233,,2015-10-30 07:07:21,0.903,0.097,0.467,4429.954,3736.177,3068.562,4,1,9,,,14
211926825,KTWO211926825-C05,5,STAR,7,08 35 39.689,+19 07 36.66,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5032_GO5048_GO5095_GO5097,-35.000,5.600,-4.400,5.400,,,,,,,,,,,,,,,,,13.225,0.023,12.496,0.021,12.290,0.020,15.691,JHK,,,,546-046445,08353967+1907364,,2015-10-30 05:51:09,1.000,0.000,0.545,1563.096,1430.807,1260.574,14,2,46,,,14
211927174,KTWO211927174-C05,5,STAR,7,08 47 53.840,+19 07 53.33,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-30.000,3.000,-9.000,3.000,,,22.277,0.192,,,,,19.745,0.014,18.284,0.008,16.691,0.005,15.850,0.007,14.381,0.031,13.815,0.049,13.540,0.041,17.607,gri,,,5071-301-3-0120-0166,,08475384+1907533,,2015-10-30 06:34:08,1.000,0.000,0.736,2978.414,2724.687,2675.083,9,2,26,,,14
211927213,KTWO211927213-C05,5,STAR,7,08 37 26.396,+19 07 55.69,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5020_GO5024_GO5032_GO5048_GO5054_GO5060_GO5095,-33.800,2.700,-9.600,2.800,,,,,16.213,0.040,14.835,0.010,15.573,0.045,14.217,0.020,13.544,0.010,,,12.017,0.022,11.386,0.021,11.190,0.019,14.153,gri,,,5061-301-6-0107-0040,546-046543,08372639+1907557,,2015-10-30 05:54:29,1.000,0.000,0.913,279.860,258.384,240.486,14,2,46,,,14
211927269,KTWO211927269-C05,5,STAR,7,08 42 40.212,+19 07 59.08,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5104,-34.500,0.500,-9.800,0.500,,,,,12.976,0.030,12.111,0.020,12.497,0.030,11.856,0.030,11.653,0.050,,,10.685,0.020,10.294,0.021,10.186,0.018,11.906,gri,,,,546-046780,08424021+1907590,,2015-10-30 05:11:40,1.000,0.000,0.977,76.241,73.418,81.486,14,1,45,,,14
211927313,KTWO211927313-C05,5,STAR,7,08 37 42.362,+19 08 01.55,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5086,-33.700,1.100,-12.600,1.100,,,,,10.261,0.038,9.872,0.038,10.274,0.030,9.903,0.080,9.583,0.010,,,8.915,0.044,8.648,0.053,8.577,0.020,9.790,gri,,1395-1189-1,,546-046557,08374235+1908015,,2015-10-30 08:49:59,1.000,0.000,1.000,39.047,39.764,40.296,14,2,46,,,14
211928367,KTWO211928367-C05,5,STAR,7,08 48 10.210,+19 08 59.94,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048,,,,,,,,,,,,,,,,,,,,,15.732,0.065,15.064,0.086,14.778,0.083,18.234,JHK,,,,,08481021+1908599,,2015-10-30 04:59:53,0.902,0.098,0.533,22422.951,21496.389,17846.463,9,2,26,,,14
211928486,KTWO211928486-C05,5,STAR,7,08 42 20.084,+19 09 05.60,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095,-37.000,2.200,-12.900,2.900,,,,,14.673,0.030,13.486,0.010,14.105,0.030,13.020,0.020,12.639,0.040,,,11.394,0.021,10.848,0.021,10.696,0.016,13.079,gri,,,,546-046768,08422008+1909057,,2015-10-30 07:39:34,1.000,0.000,0.973,68.292,59.921,54.554,14,1,45,,,22
211928486,KTWO211928486-C16,16,STAR,23,08 42 20.084,+19 09 05.60,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16021_GO16022_GO16031_GO16052_GO16060,-37.000,2.200,-12.900,2.900,,,,,14.673,0.030,13.486,0.010,14.105,0.030,13.020,0.020,12.639,0.040,,,11.394,0.021,10.848,0.021,10.696,0.016,13.079,gri,,,,546-046768,08422008+1909057,,2018-05-24 17:03:13,1.000,0.000,0.961,,,,8,4,24,,,22
211928526,KTWO211928526-C05,5,STAR,7,08 45 08.546,+19 09 08.23,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048,-35.000,3.000,-10.000,3.000,,,22.746,0.301,,,,,20.017,0.016,18.542,0.009,16.937,0.005,16.069,0.007,14.521,0.028,13.909,0.034,13.576,0.040,17.861,gri,,,5071-301-4-0116-0150,,08450854+1909082,,2015-10-30 06:17:19,0.982,0.018,0.807,1656.808,1354.036,1089.736,14,1,45,,,22
211928526,KTWO211928526-C16,16,STAR,23,08 45 08.546,+19 09 08.23,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-35.000,3.000,-10.000,3.000,,,22.746,0.301,,,,,20.017,0.016,18.542,0.009,16.937,0.005,16.069,0.007,14.521,0.028,13.909,0.034,13.576,0.040,17.861,gri,,,5071-301-4-0116-0150,,08450854+1909082,,2018-05-24 17:03:13,0.926,0.074,0.624,,,,8,1,21,,,22
211928574,KTWO211928574-C05,5,STAR,7,08 47 50.521,+19 09 11.04,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-31.000,3.000,-13.000,3.000,,,21.819,0.131,,,,,19.655,0.012,18.186,0.008,16.656,0.006,15.821,0.007,14.364,0.032,13.811,0.052,13.573,0.050,17.556,gri,,,5061-301-4-0122-0183,,08475052+1909110,,2015-10-30 07:15:25,1.000,0.000,0.652,2480.419,2527.069,2274.163,9,2,26,,,14
211928930,KTWO211928930-C05,5,STAR,7,08 36 08.960,+19 09 30.93,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5097,-35.000,3.000,-12.000,3.000,,,20.654,0.050,,,,,18.153,0.006,16.737,0.005,15.406,0.005,14.691,0.006,13.270,0.023,12.607,0.027,12.380,0.019,16.230,gri,,,5037-301-3-0108-0291,,08360896+1909309,,2015-10-30 09:24:15,1.000,4.000e-4,0.616,1174.429,1055.682,947.507,14,2,46,,,14
211929493,KTWO211929493-C05,5,STAR,7,08 49 59.376,+19 10 01.04,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5095,-37.000,3.000,-12.000,3.000,,,20.491,0.051,,,,,18.907,0.009,17.523,0.006,16.087,0.005,15.281,0.005,13.866,0.030,13.189,0.037,13.007,0.030,16.933,gri,,,5071-301-3-0123-0276,,08495937+1910010,,2015-10-30 08:28:16,1.000,0.000,0.790,1797.973,1580.931,1333.139,9,2,26,,,22
211929493,KTWO211929493-C16,16,STAR,23,08 49 59.376,+19 10 01.04,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-37.000,3.000,-12.000,3.000,,,20.491,0.051,,,,,18.907,0.009,17.523,0.006,16.087,0.005,15.281,0.005,13.866,0.030,13.189,0.037,13.007,0.030,16.933,gri,,,5071-301-3-0123-0276,,08495937+1910010,,2018-05-24 17:03:36,1.000,0.000,0.627,,,,13,3,43,,,22
211929531,KTWO211929531-C05,5,STAR,7,08 43 02.417,+19 10 03.25,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5104,-36.000,0.800,-9.800,1.300,,,,,12.958,0.050,12.099,0.010,12.496,0.030,11.828,0.020,11.614,0.050,,,10.615,0.020,10.251,0.021,10.158,0.021,11.879,gri,,,,546-046796,08430241+1910031,,2015-10-30 07:43:12,1.000,0.000,0.978,101.920,98.706,93.964,14,1,45,,,22
211929531,KTWO211929531-C16,16,STAR,23,08 43 02.417,+19 10 03.25,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16021_GO16022_GO16031_GO16060,-36.000,0.800,-9.800,1.300,,,,,12.958,0.050,12.099,0.010,12.496,0.030,11.828,0.020,11.614,0.050,,,10.615,0.020,10.251,0.021,10.158,0.021,11.879,gri,,,,546-046796,08430241+1910031,,2018-05-24 17:03:36,1.000,0.000,0.982,,,,8,1,21,,,22
211929980,KTWO211929980-C05,5,STAR,7,08 40 52.309,+19 10 28.02,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5011_GO5018_GO5024_GO5032_GO5048_GO5095_GO5097,-39.900,8.100,-21.200,7.800,,,,,,,,,,,,,,,,,12.989,0.023,12.380,0.026,12.104,0.022,15.325,JHK,,,5071-301-5-0110-0329,546-046714,08405231+1910284,,2015-10-30 05:30:27,1.000,0.000,0.812,1501.392,1412.988,1213.497,14,1,45,,,22
211929980,KTWO211929980-C16,16,STAR,23,08 40 52.309,+19 10 28.02,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-39.900,8.100,-21.200,7.800,,,,,,,,,,,,,,,,,12.989,0.023,12.380,0.026,12.104,0.022,15.325,JHK,,,5071-301-5-0110-0329,546-046714,08405231+1910284,,2018-05-24 17:03:48,1.000,0.000,0.839,,,,8,4,24,,,22
211930233,KTWO211930233-C05,5,STAR,7,08 37 03.461,+19 10 41.19,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095,-44.100,8.100,-12.100,2.100,,,,,14.731,0.010,13.578,0.010,14.178,0.010,13.098,0.030,12.734,0.020,,,11.440,0.021,10.843,0.021,10.728,0.020,13.168,gri,,,,546-046526,08370345+1910412,,2015-10-30 08:05:40,1.000,0.000,0.955,116.128,101.529,90.892,14,2,46,,,14
211930461,KTWO211930461-C05,5,STAR,7,08 40 21.338,+19 10 54.38,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5032_GO5048_GO5064_GO5095,-29.400,2.800,9.100,4.100,,,,,15.518,0.010,14.114,0.010,14.885,0.030,13.530,0.010,12.893,0.010,,,,,,,,,13.490,gri,,,,546-046682,,,2015-10-30 05:42:54,1.000,0.000,0.906,204.226,187.466,161.116,14,2,46,,,22
211930461,KTWO211930461-C16,16,STAR,23,08 40 21.338,+19 10 54.38,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-29.400,2.800,9.100,4.100,,,,,15.518,0.010,14.114,0.010,14.885,0.030,13.530,0.010,12.893,0.010,,,,,,,,,13.490,gri,,,,546-046682,,,2018-05-24 17:03:49,1.000,0.000,0.933,,,,8,4,24,,,22
211930699,KTWO211930699-C05,5,STAR,7,08 36 36.425,+19 11 06.74,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5011_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095,-32.900,2.800,-11.200,2.300,,,,,16.180,0.010,14.719,0.010,15.496,0.044,14.122,0.010,13.493,0.020,,,12.019,0.023,11.419,0.021,11.199,0.019,14.094,gri,,,,546-046499,08363642+1911068,,2015-10-30 08:04:35,1.000,0.000,0.879,245.963,224.976,200.706,14,2,46,,,14
211931128,KTWO211931128-C05,5,STAR,7,08 36 22.694,+19 11 29.35,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5106,-34.400,1.200,-11.300,0.700,,,,,13.351,0.010,12.418,0.010,12.850,0.010,12.093,0.010,11.851,0.020,,,10.763,0.023,10.346,0.025,10.257,0.019,12.151,gri,,,,546-046484,08362269+1911293,,2015-10-30 07:16:54,1.000,0.000,0.966,175.935,171.303,163.045,14,2,46,,,14
211931411,KTWO211931411-C05,5,STAR,7,08 41 49.348,+19 11 46.99,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095_GO5101,-39.200,3.200,-13.900,3.200,,,,,15.864,0.060,14.466,0.060,15.228,0.050,13.862,0.020,13.187,0.050,,,11.649,0.020,11.013,0.021,10.834,0.018,13.800,gri,,,,546-046752,08414934+1911471,,2015-10-30 04:56:13,1.000,0.000,0.861,358.986,338.259,319.890,14,1,45,,,22
211931411,KTWO211931411-C16,16,STAR,23,08 41 49.348,+19 11 46.99,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16056_GO16060,-39.200,3.200,-13.900,3.200,,,,,15.864,0.060,14.466,0.060,15.228,0.050,13.862,0.020,13.187,0.050,,,11.649,0.020,11.013,0.021,10.834,0.018,13.800,gri,,,,546-046752,08414934+1911471,,2018-05-24 17:04:15,1.000,0.000,0.915,237.311,215.937,204.062,8,4,24,,,22
211931651,KTWO211931651-C05,5,STAR,7,08 43 22.404,+19 12 00.75,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5018_GO5024_GO5026_GO5032_GO5048_GO5095_GO5097,-37.000,3.000,-12.000,3.000,,,21.324,0.076,,,,,18.513,0.008,17.088,0.005,15.702,0.005,14.929,0.005,13.571,0.029,12.938,0.027,12.653,0.026,16.545,gri,,,5037-301-1-0118-0373,,08432240+1912007,,2015-10-30 08:19:48,1.000,0.000,0.626,892.081,746.624,624.360,14,1,45,,,22
211931651,KTWO211931651-C16,16,STAR,23,08 43 22.404,+19 12 00.75,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-37.000,3.000,-12.000,3.000,,,21.324,0.076,,,,,18.513,0.008,17.088,0.005,15.702,0.005,14.929,0.005,13.571,0.029,12.938,0.027,12.653,0.026,16.545,gri,,,5037-301-1-0118-0373,,08432240+1912007,,2018-05-24 15:23:06,1.000,0.000,0.861,,,,8,1,21,,,22
