EPIC,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,g_z,g_i,J_K,r_z,J-K
210997527,0.70301,15.3831,14.1646,13.454,13.1187,12.8727,11.714,11.039,10.85,56.64507133,22.93529687,M0.5,3800,3.58,-1.38,9.2,-1.27,1.441,,0.902,1.184,0.924,1.886,3.84,0.62,0.208,0.13,,,,0.56,,,6.19,5.36,7.9,0.37,,0.535,M0.5V,,,,,,,,,,85.4400374510102,0.107,0.08,2.74418616724048E+030,2.65663092832871E+030,9.06416460164739E+029,4.89369501852531E+029,2.2644,1.9291,0.864000000000001,1.0459,0.864000000000001
210997742,0.914133,19.368,18.0722,16.4715,15.7479,15.388,14.158,13.525,13.292,53.45757465,22.93868123,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6201,2.8965,0.866,2.3243,0.866
210998478,0.77627,17.46,16.2156,14.9098,14.3076,14.018,12.747,12.168,11.902,55.49448218,22.95036144,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.1524,2.5502,0.845,1.908,0.845
211000411,0.806014,16.0057,14.8028,13.8598,13.435,13.2124,12.03,11.355,11.15,57.25428215,22.98022952,M1.5,3650,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.3762615801622,0.092,0.175,1.56655758642313E+030,8.40100463596628E+029,5.09650323030015E+029,3.38520490716622E+029,2.5707,2.1459,0.879999999999999,1.3678,0.879999999999999
211000470,0.727397,14.6449,13.5114,13.036,12.718,12.4906,11.33,10.654,10.5,56.52193992,22.98143412,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.9269,1.6089,0.83,0.7934,0.83
211000740,0.738081,17.3323,16.0425,14.7377,14.1467,13.8514,12.598,11.917,11.653,59.3970134,22.98544145,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.1856,2.5946,0.945,1.8958,0.945
211000887,0.806263,21.7561,20.2034,17.997,16.9383,16.4093,14.96,14.271,13.869,60.46233036,22.98755675,M5.5,3000,3.477,-3.8,15.51,-2.79,1.91,,,1.3,1.656,3.664,6.5,0.588,0.329,,0.19,,,0.12,,,9.93,9.01,11.71,1.13,0.52,0.149,M5.5V,,,,,,,,,,96.4365076079555,0.0298,0.345000000000001,4.19436144387575E+028,4.1146341321124E+026,1.78615803199026E+028,3.26863184942565E+026,4.8178,3.7591,1.091,3.2651,1.091
211001183,0.851806,18.3597,17.0584,15.4472,14.7123,14.3552,12.985,12.4,12.153,56.97036637,22.9926149,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6474,2.9125,0.831999999999999,2.3461,0.831999999999999
211001695,0.59336,15.1233,13.9844,13.437,13.1353,12.9724,11.808,11.172,11.004,57.04245998,23.0009782,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.988,1.6863,0.804,0.8491,0.804
211001714,0.872495,19.3991,18.13,16.4904,15.7529,15.4117,14.073,13.504,13.242,56.91585555,23.0011191,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.6462,2.9087,0.831,2.3771,0.831
211002011,0.766898,12.35,11.701,11.456,11.336,11.26,10.259,9.787,9.669,53.30795909,23.00624026,K3,4830,3.684,-0.41,6.57,-0.58,0.98,1.15,0.376,0.776,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.729,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.999999999152,0.1458,0.14,1.9224915655288E+031,1.45992728187096E+032,7.87636192848084E+030,4.70624951452793E+031,1.014,0.894,0.59,0.365,0.59
211002561,0.671165,20.2249,18.9069,16.885,15.955,15.4829,14.112,13.463,13.146,56.58091914,23.01535675,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.2699,3.3399,0.965999999999999,2.9519,0.965999999999999
211002985,0.737896,19.5166,18.2767,16.5619,15.7757,15.3995,14.081,13.485,13.162,55.44449181,23.02201656,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.7409,2.9547,0.918999999999999,2.501,0.918999999999999
211003154,0.770134,18.6382,17.3499,15.7902,15.0646,14.7249,13.437,12.852,12.579,56.48744164,23.02460018,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.5736,2.848,0.857999999999999,2.2853,0.857999999999999
211003258,0.733349,20.4222,19.0599,17.2453,16.4104,15.9831,14.615,14.049,13.701,56.62930266,23.02616896,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,4.0118,3.1769,0.914,2.6495,0.914
211003744,0.677573,16.9026,15.6468,14.4607,13.897,13.6393,12.405,11.756,11.53,57.02434061,23.03396861,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.0056,2.4419,0.875,1.7498,0.875
211004119,0.532528,18.8387,17.558,15.9387,15.2167,14.8084,13.379,12.77,12.499,56.16232395,23.04027012,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.622,2.9,0.879999999999999,2.3413,0.879999999999999
211004548,0.773159,19.6087,18.2809,16.5932,15.7973,15.4113,14.099,13.419,13.159,57.35675871,23.04712465,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8114,3.0155,0.94,2.4836,0.94
211004687,0.87019,18.3891,17.0837,15.562,14.8636,14.5067,13.236,12.633,12.35,56.29511607,23.04932808,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.5255,2.8271,0.886000000000001,2.2201,0.886000000000001
211005117,0.64817,17.4814,16.1254,14.8446,14.2325,13.9531,12.671,11.994,11.701,55.93743593,23.05571269,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.2489,2.6368,0.969999999999999,1.8929,0.969999999999999
211005163,0.658297,20.1048,18.7707,16.8967,16.0178,15.6236,14.145,13.491,13.194,55.45409325,23.05639792,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.087,3.2081,0.950999999999999,2.7529,0.950999999999999
211005706,0.736927,19.1136,17.8311,16.2564,15.5103,15.1422,13.845,13.201,12.945,57.61601098,23.0651646,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6033,2.8572,0.9,2.3208,0.9
211005799,0.797915,19.2782,17.98,16.212,15.3916,14.9831,13.628,13.006,12.682,56.59016937,23.06678337,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,3.8866,3.0662,0.946,2.5884,0.946
211005924,0.578123,16.7508,15.5312,14.3616,13.8363,13.5649,12.343,11.686,11.47,56.7033463,23.06856916,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,2.9145,2.3892,0.872999999999999,1.6949,0.872999999999999
211006027,0.839407,19.8344,18.5266,16.7178,15.8618,15.4397,14.125,13.488,13.133,59.62917812,23.07007145,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,3.9726,3.1166,0.992000000000001,2.6648,0.992000000000001
211006108,0.763035,17.9267,16.6698,15.209,14.5343,14.202,12.932,12.323,12.066,56.65035297,23.07131231,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.3924,2.7177,0.866,2.1355,0.866
211006328,0.875398,19.5059,18.1853,16.4802,15.7041,15.3119,13.955,13.426,13.122,57.21118563,23.07488021,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8018,3.0257,0.833,2.4812,0.833
211006594,0.742362,16.0223,14.8071,13.8471,13.425,13.2029,12.001,11.302,11.128,56.03678366,23.07972393,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.5973,2.1752,0.872999999999999,1.3821,0.872999999999999
211007016,0.798366,20.3166,18.9698,17.1765,16.3496,15.9577,14.563,14.035,13.743,56.58921135,23.08571668,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,3.967,3.1401,0.82,2.6202,0.82
211007344,0.739393,15.8659,14.589,13.7532,13.3831,13.1596,11.967,11.304,11.078,59.10417531,23.09061463,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.4828,2.1127,0.889000000000001,1.2059,0.889000000000001
211007577,0.652374,17.034,15.7956,14.5735,14.0475,13.7767,12.502,11.899,11.665,57.24293671,23.09404006,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,2.9865,2.4605,0.837000000000002,1.7481,0.837000000000002
211007717,0.21725,11.821,11.279,11.029,10.89,10.838,9.863,9.512,9.385,57.5887924,23.0963306,K4,4620,3.665,-0.55,7.04,-0.71,1.1,1.306,0.477,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009,0.73,,,4.98,4.31,6.48,,,0.689,K4V,V  ,2.21,1,0.38,0.16,1.01,0.59,0.1,5.21,209.999999999145,0.1378,0.16,1.33939870130414E+031,6.98765129706233E+031,5.70097755537019E+030,2.574345873865E+031,0.930999999999999,0.791999999999998,0.478,0.389000000000001,0.478
211008237,0.824234,19.3994,18.1053,16.3668,15.5508,15.1648,13.845,13.266,12.954,55.68490015,23.10434323,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8486,3.0326,0.891,2.5545,0.891
211008337,0.599441,18.0991,16.8012,15.3573,14.6924,14.3788,13.082,12.501,12.234,57.2747474,23.10593742,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.4067,2.7418,0.847999999999999,2.1088,0.847999999999999
211008438,0.680306,15.7793,14.561,13.7431,13.279,13.071,11.899,11.247,11.036,54.59753299,23.1078903,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,2.5003,2.0362,0.862999999999999,1.282,0.862999999999999
211008578,0.788518,9.494,9.298,9.26,9.276,9.293,8.473,8.28,8.243,56.66674142,23.11013722,F5,6510,3.814,-0.04,3.4,0.54,0.438,0.455,0.132,-0.029,0.252,0.506,1.079,0.173,0.054,0.028,-0.03,-0.045,-0.004,1.33,9.3,0.29,2.55,2.32,3.36,,,1.46,F5V,V  ,1.09,0.26,0.03,-0.02,0.71,0.22,0,2.62,150.443787950847,0.292,0.085,2.7954255141835E+032,9.21151840903485E+034,8.06093058268042E+031,1.80287592266113E+034,0.218,0.234,0.229999999999999,0.022,0.229999999999999
211009416,0.788229,13.7754,12.939,12.515,12.262,12.0324,10.95,10.269,10.13,59.86483384,23.12361646,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.5134,1.2604,0.819999999999999,0.677,0.819999999999999
211010041,0.797808,18.9788,17.6228,16.0078,15.2732,14.8919,13.586,12.926,12.622,55.35989456,23.13395617,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.7056,2.971,0.964,2.3496,0.964
211010149,0.759438,19.5078,18.1869,16.5384,15.7547,15.3932,14.059,13.446,13.212,57.09971851,23.1354888,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.7531,2.9694,0.847,2.4322,0.847
211010517,0.622277,18.8143,17.4852,15.9459,15.3339,14.9779,13.665,13.05,12.785,60.64497643,23.14115486,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,3.4804,2.8684,0.879999999999999,2.1513,0.879999999999999
211010807,0.841573,19.2819,17.888,16.1304,15.271,14.8487,13.498,12.85,12.557,55.7153703,23.14534828,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.0109,3.1515,0.940999999999999,2.617,0.940999999999999
211010818,0.794128,19.8545,18.5667,16.8075,15.9682,15.5504,14.223,13.642,13.273,54.16006996,23.14549641,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,3.8863,3.047,0.950000000000001,2.5985,0.950000000000001
211010854,0.871793,18.7652,17.4346,15.8524,15.0947,14.7407,13.459,12.779,12.507,56.03890098,23.14620834,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6705,2.9128,0.952,2.3399,0.952
211011030,0.742039,17.859,16.6322,15.1945,14.5188,14.2115,12.922,12.368,12.083,56.84945866,23.14902253,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.3402,2.6645,0.839,2.1134,0.839
211011910,0.797079,18.0906,16.8119,15.3766,14.6746,14.3607,13.092,12.429,12.188,57.83123939,23.16360274,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.416,2.714,0.904,2.1373,0.904
211012609,0.832726,17.8885,16.5654,15.1438,14.5511,14.2358,12.964,12.244,12.033,60.30837533,23.17487293,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.3374,2.7447,0.931000000000001,2.0143,0.931000000000001
211012996,0.865219,21.1638,19.5446,17.4782,16.4929,15.9596,14.46,13.847,13.456,56.09235348,23.18176079,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.6709,3.6856,1.004,3.0517,1.004
211013046,0.776661,18.94,17.6586,16.0717,15.3047,14.949,13.666,13.061,12.81,54.40458476,23.18262042,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6353,2.8683,0.856,2.3539,0.856
211013066,0.636178,14.0103,12.93,12.468,12.182,11.9333,10.849,10.19,10.032,57.90853794,23.18298637,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.8283,1.5423,0.817,0.747999999999999,0.817
211013159,0.905667,18.6124,17.3494,15.7923,15.0704,14.7202,13.435,12.77,12.55,54.31895531,23.18438433,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.542,2.8201,0.885,2.279,0.885
