EPIC,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,g_z,g_i,J_K,r_z,J-K
211111473,0.702284,19.1938,17.922,16.0625,15.1969,14.7807,13.399,12.801,12.501,56.81860474,24.74714635,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,3.9969,3.1313,0.898,2.7251,0.898
211111496,0.761286,12.571,11.885,11.552,11.347,11.262,10.217,9.784,9.669,56.6573824,24.7474802,K4,4620,3.665,-0.55,7.04,-0.71,1.1,1.306,0.477,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009,0.73,,,4.98,4.31,6.48,,,0.689,K4V,V  ,2.21,1,0.38,0.16,1.01,0.59,0.1,5.21,209.999999999145,0.1378,0.16,1.33939870130414E+031,6.98765129706233E+031,5.70097755537019E+030,2.574345873865E+031,1.224,1.019,0.548,0.537999999999999,0.548
211111611,0.763086,19.7547,18.4799,16.7345,15.9325,15.53,14.215,13.675,13.321,56.68665561,24.74941003,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8222,3.0202,0.894,2.5474,0.894
211112171,0.739305,14.938,13.8421,13.241,12.906,12.669,11.491,10.806,10.659,56.61935119,24.7588041,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,2.032,1.697,0.831999999999999,0.936100000000002,0.831999999999999
211112685,0.764171,13.4764,13.1179,12.3637,12.2902,11.9121,10.828,10.197,10.07,56.09136482,24.76821953,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.1862,1.1127,0.757999999999999,0.8277,0.757999999999999
211112686,0.715965,15.9072,14.7119,13.8246,13.3579,13.1228,11.918,11.237,10.999,56.10348104,24.76823232,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.5493,2.0826,0.918999999999999,1.354,0.918999999999999
211112974,0.973414,11.5396,10.9652,10.3265,10.5378,11.1061,9.455,9.027,8.869,56.08541453,24.77258848,K6,4230,3.626,-0.81,7.8,-0.9,1.24,1.439,0.617,1.184,0.759,1.42,3.143,0.601,0.148,0.049,,,,0.68,,,5.41,4.66,6.99,,,0.661,K6V,,,,,,,,,,170.098010961237,0.1322,0.155,7.61337880867804E+030,2.15939068873094E+031,3.14343252384979E+030,7.70688025522413E+030,1.0018,1.2131,0.586,0.427399999999999,0.586
211113202,0.74086,12.989,12.211,11.925,11.784,11.68,10.624,10.03,9.925,57.33589532,24.77647508,K4,4620,3.665,-0.55,7.04,-0.71,1.1,1.306,0.477,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009,0.73,,,4.98,4.31,6.48,,,0.689,K4V,V  ,2.21,1,0.38,0.16,1.01,0.59,0.1,5.21,209.999999999145,0.1378,0.16,1.33939870130414E+031,6.98765129706233E+031,5.70097755537019E+030,2.574345873865E+031,1.205,1.064,0.699,0.426999999999998,0.699
211113286,0.730299,18.6181,17.3894,15.8001,15.0936,14.7339,13.422,12.863,12.582,56.25480935,24.77792739,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.5245,2.818,0.84,2.2958,0.84
211113696,0.730662,14.517,13.4331,13.043,12.703,12.4836,11.298,10.658,10.498,56.58537618,24.7852955,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.814,1.474,0.800000000000001,0.7301,0.800000000000001
211114329,0.78815,10.604,10.288,10.182,10.154,10.152,9.274,9.005,8.977,56.72891273,24.79614741,F9,6040,3.781,-0.08,4.15,0.26,0.552,0.587,0.175,0.014,0.312,0.62,1.34,0.237,0.063,0.027,-0.041,-0.044,-0.014,1.14,9.7,0.378,3.11,2.81,4.07,,,1.23,F9V,,,,,,,,,,125.033328888718,0.246,0.075,1.51039472097438E+032,1.79610294254284E+034,4.28752534791531E+031,3.10175989573641E+033,0.450000000000001,0.422000000000001,0.296999999999999,0.134,0.296999999999999
211115321,0.715294,19.1701,17.9153,16.3078,15.5729,15.2178,13.952,13.371,12.963,56.04571952,24.81261218,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.5972,2.8623,0.989000000000001,2.3424,0.989000000000001
211115457,0.623978,17.5867,16.3733,15.0536,14.4352,14.1516,12.925,12.31,12.028,57.09511289,24.81471418,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,3.1515,2.5331,0.897,1.9381,0.897
211115638,0.029443,9.996,9.727,9.645,9.63,9.635,8.783,8.54,8.513,56.1698,24.818542,F7,6240,3.795,-0.06,3.87,0.36,0.51,0.534,0.159,-0.012,0.29,0.579,1.244,0.213,0.06,0.027,-0.036,-0.045,-0.013,1.21,9.5,0.332,2.9,2.63,3.81,,,1.3,F7V,,,,,,,,,,85.4400374512043,0.26,0.145,1.88528047799168E+032,3.26837006669713E+034,4.79242736713669E+031,1.09122652812489E+034,0.366,0.351000000000001,0.27,0.097,0.27
211115713,0.799815,17.2032,15.944,14.7077,14.1375,13.8542,12.593,11.974,11.699,56.90862378,24.81956995,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,3.0657,2.4955,0.893999999999998,1.8065,0.893999999999998
211115721,0.050296,8.9155,8.3446,,8.6487,8.5464,7.537,7.367,7.334,56.7648022,24.81991395,F5,6510,3.814,-0.04,3.4,0.54,0.438,0.455,0.132,-0.029,0.252,0.506,1.079,0.173,0.054,0.028,-0.03,-0.045,-0.004,1.33,9.3,0.29,2.55,2.32,3.36,,,1.46,F5V,V  ,1.09,0.26,0.03,-0.02,0.71,0.22,0,2.62,150.443787950847,0.292,0.085,2.7954255141835E+032,9.21151840903485E+034,8.06093058268042E+031,1.80287592266113E+034,0.2668,,0.203000000000001,-0.3041,0.203000000000001
211116507,0.712824,14.6193,13.5624,13.036,12.732,12.5698,11.374,10.711,10.547,59.09797755,24.83223159,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.8873,1.5833,0.827,0.830399999999999,0.827
211116917,0.822079,19.9226,18.5997,16.8524,16.0582,15.6609,14.385,13.716,13.5,57.16383789,24.838739,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8644,3.0702,0.885,2.5415,0.885
211117077,0.706305,14.9946,13.849,13.253,12.904,12.6826,11.47,10.786,10.605,55.9673698,24.84143231,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,2.0906,1.7416,0.865,0.944999999999998,0.865
211117230,0.893706,14.6712,13.5257,12.88,12.434,13.2554,10.913,10.248,10.015,56.11391517,24.84377985,M1.5,3650,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.3762615801622,0.092,0.175,1.56655758642313E+030,8.40100463596628E+029,5.09650323030015E+029,3.38520490716622E+029,2.2372,1.7912,0.898,1.0917,0.898
211117529,0.86819,17.5096,16.2879,14.8946,14.2352,13.9528,12.718,12.089,11.828,56.84582089,24.8487698,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.2744,2.615,0.890000000000001,2.0527,0.890000000000001
211117626,0.693569,15.9734,14.7465,13.8198,13.3827,13.1483,11.922,11.201,11.042,56.34797419,24.85062249,M1.5,3650,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.3762615801622,0.092,0.175,1.56655758642313E+030,8.40100463596628E+029,5.09650323030015E+029,3.38520490716622E+029,2.5907,2.1536,0.880000000000001,1.3638,0.880000000000001
211118414,0.408202,18.0331,16.787,15.2087,14.4805,14.1277,12.891,12.235,11.949,56.10293194,24.86467598,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.5526,2.8244,0.941999999999997,2.3065,0.941999999999997
211118542,0.486132,12.67,11.845,11.479,11.265,11.147,10.057,9.521,9.357,56.5324809,24.86675096,K6,4230,3.626,-0.81,7.8,-0.9,1.24,1.439,0.617,1.184,0.759,1.42,3.143,0.601,0.148,0.049,,,,0.68,,,5.41,4.66,6.99,,,0.661,K6V,,,,,,,,,,170.098010961237,0.1322,0.155,7.61337880867804E+030,2.15939068873094E+031,3.14343252384979E+030,7.70688025522413E+030,1.405,1.191,0.700000000000001,0.58,0.700000000000001
211118985,0.717782,19.1128,17.838,16.1734,15.3815,14.9982,13.719,13.045,12.802,56.8995218,24.87398384,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.7313,2.9394,0.917,2.4565,0.917
211119314,0.79243,18.8155,17.546,15.8377,14.9846,14.5739,13.183,12.621,12.309,56.74788984,24.87935517,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,3.8309,2.9778,0.874000000000001,2.5614,0.874000000000001
211119999,0.755216,14.9901,14.042,13.208,12.875,12.67,11.471,10.78,10.602,56.90877784,24.89167416,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.1151,1.7821,0.868999999999998,1.167,0.868999999999998
211120561,0.577906,15.0838,13.9409,13.317,12.9041,12.7491,11.6,10.888,10.707,58.24650431,24.90139538,M0.5,3800,3.58,-1.38,9.2,-1.27,1.441,,0.902,1.184,0.924,1.886,3.84,0.62,0.208,0.13,,,,0.56,,,6.19,5.36,7.9,0.37,,0.535,M0.5V,,,,,,,,,,85.4400374510102,0.107,0.08,2.74418616724048E+030,2.65663092832871E+030,9.06416460164739E+029,4.89369501852531E+029,2.1797,1.7668,0.892999999999999,1.0368,0.892999999999999
211120842,0.794401,9.828,9.454,9.295,9.218,9.192,8.286,8.04,7.939,56.42558573,24.90580182,K1,5170,3.713,-0.26,5.89,-0.36,0.847,0.976,0.301,0.491,0.457,0.879,2.021,0.402,0.094,0.03,-0.064,-0.038,-0.013,0.85,,,4.47,3.97,5.65,,,0.814,K1V,,,,,,,,,,120.138808604805,0.1628,0.1,3.18962810140597E+031,4.72423207991954E+032,9.77921386347374E+030,1.0877946363067E+032,0.609999999999999,0.533,0.347,0.236000000000001,0.347
211121141,0.811799,14.0228,13.102,12.663,12.392,12.2338,11.069,10.445,10.286,56.20918067,24.91092738,K8,4000,3.602,-1.03,8.47,-1.1,1.356,1.562,0.751,1.216,0.843,1.632,3.487,0.623,0.176,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.587,K8V,,,,,,,,,,65.0640709836545,0.1174,0.13,4.38882416325717E+030,7.6618072894805E+030,1.27393506398322E+030,2.29345522251962E+030,1.6308,1.3598,0.783000000000001,0.709999999999999,0.783000000000001
211121361,0.995952,17.7433,16.4971,14.9437,14.2759,13.9047,12.496,11.866,11.623,57.08464047,24.9150856,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.4674,2.7996,0.873000000000001,2.2212,0.873000000000001
211121734,0.733006,9.166,8.951,8.899,8.897,8.904,8.079,7.933,7.838,56.33701362,24.92188683,F9,6040,3.781,-0.08,4.15,0.26,0.552,0.587,0.175,0.014,0.312,0.62,1.34,0.237,0.063,0.027,-0.041,-0.044,-0.014,1.14,9.7,0.378,3.11,2.81,4.07,,,1.23,F9V,,,,,,,,,,125.033328888718,0.246,0.075,1.51039472097438E+032,1.79610294254284E+034,4.28752534791531E+031,3.10175989573641E+033,0.269,0.267000000000001,0.241000000000001,0.054,0.241000000000001
211122237,0.776657,14.584,13.458,12.937,12.602,12.3665,11.189,10.514,10.338,56.66783808,24.93087852,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.982,1.647,0.851000000000001,0.856,0.851000000000001
211123901,0.828313,10.645,10.272,10.114,10.036,10.01,9.105,8.851,8.763,56.66170364,24.95945572,G9,5340,3.728,-0.21,5.55,-0.25,0.777,0.894,0.267,0.358,0.423,0.82,1.861,0.365,0.087,0.029,-0.06,-0.038,-0.018,0.9,,,4.14,3.69,5.34,,,0.876,G9V,,,,,,,,,,108.166538262309,0.1752,0.095,4.47370246437713E+031,9.6456438969968E+032,1.29858019005806E+031,2.10994200570761E+032,0.609,0.531000000000001,0.342,0.236000000000001,0.342
211125179,0.603376,18.6125,17.4159,15.7015,14.917,14.5577,13.172,12.579,12.285,56.75422683,24.98248366,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6955,2.911,0.887,2.4989,0.887
211125210,0.840725,11.1594,9.9314,10.4477,9.8496,9.6768,9.535,9.219,9.137,57.91863808,24.98297905,G9,5340,3.728,-0.21,5.55,-0.25,0.777,0.894,0.267,0.358,0.423,0.82,1.861,0.365,0.087,0.029,-0.06,-0.038,-0.018,0.9,,,4.14,3.69,5.34,,,0.876,G9V,,,,,,,,,,108.166538262309,0.1752,0.095,4.47370246437713E+031,9.6456438969968E+032,1.29858019005806E+031,2.10994200570761E+032,1.3098,0.7117,0.398,0.0818,0.398
211125236,0.872882,18.1059,16.8357,15.2499,14.5244,14.1814,12.866,12.272,12.013,56.58282955,24.98355731,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.5815,2.856,0.853,2.3113,0.853
211126627,0.732416,17.3184,16.0979,14.7594,14.1447,13.8716,12.586,11.954,11.72,57.17567716,25.00771417,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.1737,2.559,0.866,1.9532,0.866
211127164,0.75615,19.4827,18.1726,16.3121,15.4263,15.0079,13.629,13.049,12.724,58.14723305,25.01780862,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.0564,3.1706,0.904999999999999,2.7463,0.904999999999999
211127297,0.866788,19.1171,17.8354,16.2357,15.4825,15.1305,13.86,13.209,12.968,58.01499431,25.02032768,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6346,2.8814,0.891999999999999,2.3529,0.891999999999999
211127395,0.867603,20.6169,19.2959,17.3843,16.4581,15.9959,14.602,13.987,13.613,57.16924202,25.02204348,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.1588,3.2326,0.989000000000001,2.8378,0.989000000000001
211127537,0.85511,18.5453,17.2921,15.7842,15.0727,14.7541,13.46,12.855,12.647,58.00691484,25.02464218,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.4726,2.7611,0.813000000000001,2.2194,0.813000000000001
211127799,0.64356,17.3464,16.0638,14.7724,14.1799,13.8924,12.588,11.906,11.688,60.06614041,25.02942077,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.1665,2.574,0.899999999999999,1.8839,0.899999999999999
211128116,0.740888,18.8297,17.5463,15.8772,15.1095,14.7443,13.418,12.844,12.552,58.35213972,25.03515325,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.7202,2.9525,0.866,2.4368,0.866
211128863,0.192207,11.531,11.008,10.762,10.623,10.571,9.593,9.256,9.158,57.0737618,25.04789448,K2,5040,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.482,0.92,2.132,0.427,0.098,0.031,-0.068,-0.037,-0.009,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643174,0.1526,0.115,2.59084300171815E+031,2.78183408668796E+032,9.29518217182366E+030,7.36622115406896E+031,0.908,0.768999999999998,0.435000000000001,0.385,0.435000000000001
211129308,0.613601,13.8682,12.781,12.437,12.237,12.2268,11.044,10.493,10.372,57.75969485,25.05530139,K6,4230,3.626,-0.81,7.8,-0.9,1.24,1.439,0.617,1.184,0.759,1.42,3.143,0.601,0.148,0.049,,,,0.68,,,5.41,4.66,6.99,,,0.661,K6V,,,,,,,,,,170.098010961237,0.1322,0.155,7.61337880867804E+030,2.15939068873094E+031,3.14343252384979E+030,7.70688025522413E+030,1.6312,1.4312,0.672000000000001,0.543999999999999,0.672000000000001
211129321,0.796074,17.3782,15.9426,14.6469,14.0335,13.7363,12.434,11.697,11.458,59.77635836,25.05542321,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.3447,2.7313,0.975999999999999,1.9091,0.975999999999999
211129400,0.576197,13.9767,13.02,12.675,12.487,12.3889,11.267,10.654,10.504,56.42695442,25.0569413,K8,4000,3.602,-1.03,8.47,-1.1,1.356,1.562,0.751,1.216,0.843,1.632,3.487,0.623,0.176,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.587,K8V,,,,,,,,,,65.0640709836545,0.1174,0.13,4.38882416325717E+030,7.6618072894805E+030,1.27393506398322E+030,2.29345522251962E+030,1.4897,1.3017,0.763,0.533,0.763
211129571,0.738679,21.8101,20.6445,18.3568,17.2903,16.7156,15.306,14.612,14.227,59.0475008,25.06002102,M5.5,3000,3.477,-3.8,15.51,-2.79,1.91,,,1.3,1.656,3.664,6.5,0.588,0.329,,0.19,,,0.12,,,9.93,9.01,11.71,1.13,0.52,0.149,M5.5V,,,,,,,,,,96.4365076079555,0.0298,0.345000000000001,4.19436144387575E+028,4.1146341321124E+026,1.78615803199026E+028,3.26863184942565E+026,4.5198,3.4533,1.079,3.3542,1.079
211130173,0.435566,20.7325,19.4322,17.4883,16.581,16.1479,14.806,14.185,13.854,58.27142081,25.0709442,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.1515,3.2442,0.952,2.8512,0.952
211131087,0.713564,16.387,15.0281,14.0905,13.5814,13.327,12.106,11.365,11.136,56.83686514,25.0865856,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.8056,2.2965,0.97,1.4467,0.97
